event_id,event_type,customer_id,invoice_id,created_at,payload_size_kb,idempotency_key,priority
evt_001523,invoice.validated,cust_0093,inv_188923,2026-01-24 18:39:47.295115,292,f094b8d1-e273-4f2a-aa5e-4b596a93854c,medium
evt_013177,compliance.failed,cust_0201,inv_221892,2026-02-13 19:47:56.487894,369,4ccd67e3-6581-4415-b6dc-04967f036bb8,low
evt_012226,compliance.submitted,cust_0154,inv_190477,2026-02-09 03:55:18.471773,477,d40ff239-7dee-49a6-a8b7-caa227b478a1,medium
evt_006356,compliance.submitted,cust_0079,inv_621083,2026-04-04 22:11:13.375778,202,7cc145c1-174c-47e4-afc5-d159e9115b3a,low
evt_002799,invoice.paid,cust_0188,inv_857641,2026-03-09 05:27:20.315602,76,b52f364d-ad4d-4e70-af68-de4d7eb2ffad,low
evt_001749,invoice.rejected,cust_0002,inv_551226,2026-03-25 18:16:54.298710,352,86cf7d94-3380-4b62-8e0a-905931d9655a,medium
evt_011062,invoice.created,cust_0023,inv_620659,2026-03-15 23:44:25.452987,559,21de5c72-d9e6-492f-a5ac-ae9faad7d0c8,high
evt_010250,invoice.validated,cust_0035,inv_619900,2026-01-26 23:37:11.439956,123,0779cd04-e270-44cb-a769-0f67c6c09f81,low
evt_006505,invoice.validated,cust_0167,inv_273815,2026-01-27 06:21:34.378104,559,dcb995c1-bac7-424d-91b8-7d3eec2aeafb,low
evt_005081,invoice.validated,cust_0098,inv_408872,2026-04-09 14:33:15.353260,118,7cb44876-b7f2-46ad-bf3c-7b8c9afa8e02,low
evt_011768,invoice.created,cust_0021,inv_870906,2026-01-16 23:48:43.464574,259,cd7cdd6f-bff1-4f9d-b22a-c356eb3e0a77,low
evt_011643,invoice.validated,cust_0018,inv_752429,2026-02-21 14:57:20.462314,355,639b6867-c3d7-4876-8126-1f57a78cf6e9,high
evt_010370,invoice.created,cust_0014,inv_789851,2026-01-28 08:20:02.441934,394,1819e8e9-112f-4919-922c-7ae644f6968a,medium
evt_005334,invoice.rejected,cust_0187,inv_103724,2026-03-17 12:03:50.357416,649,bf95d931-a830-4c66-8538-bc0fa3f850c7,high
evt_013378,invoice.validated,cust_0118,inv_518153,2026-02-14 13:25:15.491094,430,41c41082-6e63-40bb-868c-992f62511de0,high
evt_000512,invoice.rejected,cust_0212,inv_144476,2026-03-05 01:47:53.276098,239,1146c78b-2595-4e59-8b1f-644b14c354eb,medium
evt_011008,compliance.submitted,cust_0211,inv_824946,2026-05-03 00:53:22.452123,172,ff9c4cb3-24ed-49a1-836a-3462449dfb45,high
evt_001321,invoice.validated,cust_0245,inv_107577,2026-05-09 11:02:41.291153,233,f00d87bf-ab3f-415c-85c8-de93d7519fdd,high
evt_007815,compliance.submitted,cust_0247,inv_172324,2026-03-24 11:56:39.400622,507,58145ecb-aa31-4025-af22-ca5ec872b30a,low
evt_007594,invoice.created,cust_0176,inv_427858,2026-05-07 05:07:28.396842,517,181e463f-bd10-4a20-aa8f-a616182425e2,medium
evt_006536,invoice.validated,cust_0002,inv_409002,2026-02-19 05:54:14.378605,420,27b6e2a3-73cd-48f5-81a4-3d5013f05d18,medium
evt_014236,invoice.paid,cust_0169,inv_822338,2026-05-05 17:29:17.504892,756,7ced971a-0dff-4f60-acc6-0a9e7f33e7ae,medium
evt_011325,compliance.failed,cust_0199,inv_898355,2026-04-28 01:59:46.457156,604,8267859d-670a-4c3b-8d20-766b0c7e95d0,medium
evt_003711,compliance.failed,cust_0190,inv_460209,2026-05-04 02:13:55.331196,592,c9b576d0-a5c5-4a51-b14f-a27cb828c5ac,medium
evt_001394,compliance.failed,cust_0169,inv_100089,2026-03-05 13:59:12.292563,346,3044b345-1ff0-49cd-80e1-bb1f4aa6286a,low
evt_005533,invoice.paid,cust_0015,inv_431060,2026-02-16 16:02:17.360666,136,a11f80f2-1195-4a85-b35f-6ab509943db0,high
evt_005145,invoice.rejected,cust_0103,inv_745886,2026-05-15 13:04:37.354266,226,727f6cf6-a7e4-43bc-93be-2b33370fb5a4,low
evt_004871,invoice.created,cust_0122,inv_224829,2026-04-13 19:14:55.349896,435,73de2e99-3013-454d-ab6f-228c26bddc38,medium
evt_002827,invoice.created,cust_0249,inv_932138,2026-02-14 20:30:00.316049,336,a401fc7b-5463-407e-bd0a-165ffd75b226,critical
evt_014596,invoice.created,cust_0180,inv_461375,2026-03-13 11:05:17.512173,201,8d8455dc-c2c8-4770-9bf8-327293b8e1fa,low
evt_013393,invoice.validated,cust_0040,inv_866575,2026-05-14 17:19:59.491318,285,c9ceb754-bdcb-43c2-be12-2608d79559a9,high
evt_012822,invoice.rejected,cust_0154,inv_977040,2026-02-19 06:47:09.482092,85,71bb5683-07b6-4b4e-bae8-a6ac5497e233,low
evt_010585,compliance.failed,cust_0219,inv_333731,2026-03-27 09:50:34.445328,387,9524973f-0e6c-4a70-97f0-4ab1efa03477,low
evt_009932,invoice.created,cust_0077,inv_382092,2026-03-05 14:29:07.434866,89,10f443ec-d63e-4367-af8b-c6797fc2c215,high
evt_008092,invoice.rejected,cust_0119,inv_577017,2026-03-03 23:55:00.405181,250,626f581f-70a3-47fd-a4ec-088271920f0f,high
evt_005900,compliance.submitted,cust_0037,inv_631187,2026-04-27 22:25:41.368082,135,f2146913-10b3-4383-a00b-51d228c00ca1,low
evt_dup_8a314e80,invoice.paid,cust_0171,inv_536677,2026-01-31 01:57:10.449471,45,b65fe77a-a159-4825-8210-420527163f0b,medium
evt_005665,invoice.validated,cust_0062,inv_399116,2026-04-23 22:10:15.362887,364,b35bf48d-768f-4598-a328-94d8b32239bc,medium
evt_003166,compliance.failed,cust_0031,inv_575606,2026-04-19 05:47:26.322304,189,baed65d4-b42f-4933-a87e-0e7711129307,medium
evt_006196,invoice.validated,cust_0239,inv_920522,2026-02-03 07:48:10.373205,230,57204ec8-f3a5-475e-b235-0b9b0ea7467e,high
evt_005383,invoice.paid,cust_0039,inv_289958,2026-02-16 19:51:51.358198,205,566516b5-868b-4329-8f44-fd822227c29d,low
evt_011886,invoice.validated,cust_0037,inv_621612,2026-01-20 10:12:52.466420,198,de4d2303-b52f-4bdc-bc0f-0cbcb03d758b,critical
evt_005340,invoice.created,cust_0107,inv_513042,2026-02-18 10:44:39.357505,334,0adc6cd2-f316-4c95-acea-c391bb23ec90,medium
evt_005554,compliance.submitted,cust_0129,inv_335832,2026-03-23 17:18:20.360990,244,315503ed-d0f5-4dd3-95d8-516bf4cbfb62,medium
evt_002267,invoice.paid,cust_0167,inv_774844,2026-04-02 00:43:17.306991,951,d620859f-f406-4dfd-9d0f-24f41db313c2,high
evt_014227,invoice.validated,cust_0145,inv_588532,2026-02-19 02:23:48.504644,231,2f2ebf1f-3fae-4d62-8da8-9cf660f1fbf0,low
evt_009480,compliance.submitted,cust_0206,inv_121391,2026-01-24 18:36:56.427569,102,389d9fde-2825-429d-b01b-344d04ce7eed,low
evt_008066,compliance.submitted,cust_0151,inv_888019,2026-02-19 08:56:15.404778,266,72e4deaa-2566-4796-92e6-671753c1811f,medium
evt_dup_17f7b227,compliance.failed,cust_0059,inv_529354,2026-03-17 22:05:20.314975,339,47425096-8a36-4d39-bcd6-b529df125f6b,low
evt_008704,compliance.submitted,cust_0154,inv_509262,2026-01-28 21:20:16.415100,190,611a0c3f-6dfc-4a2c-9e28-059023a27a35,high
evt_005152,compliance.failed,cust_0102,inv_729515,2026-02-06 08:01:34.354373,144,62953160-9ecd-425f-91b7-a7843b4df1e3,low
evt_002895,invoice.rejected,cust_0083,inv_773738,2026-03-28 23:42:53.317296,409,892d7f7c-7b95-4305-9a79-bf9d95a05725,low
evt_001091,invoice.validated,cust_0044,inv_161775,2026-05-15 16:18:54.285557,710,5f71273a-ede3-48c1-a809-e07391a5893e,critical
evt_004460,invoice.paid,cust_0013,inv_642559,2026-04-12 02:44:05.343164,169,2fd997d5-7669-4015-a391-8aa117affbcc,medium
evt_005195,invoice.validated,cust_0040,inv_175090,2026-02-12 04:03:21.355098,139,74ff5b58-fdac-4d2f-8a12-bf68814d94c1,low
evt_008857,invoice.paid,cust_0235,inv_744456,2026-03-28 07:22:26.417566,107,3560891e-c952-43c1-835c-ed17392f1bd3,critical
evt_006000,invoice.validated,cust_0036,inv_727872,2026-03-16 16:28:52.369741,370,00a906c6-1206-4380-8b8f-e54534e8d776,low
evt_009569,invoice.paid,cust_0250,inv_836342,2026-03-19 22:40:19.428968,313,abe9dac0-d4ad-46b4-a727-2501a9853121,medium
evt_006108,invoice.created,cust_0166,inv_957546,2026-03-15 10:48:35.371824,78,9063bacd-51ed-434a-9d3e-3c6f829c0bf9,high
evt_010424,invoice.paid,cust_0243,inv_600733,2026-04-02 07:13:06.442784,100,95cf4347-0a32-4ec9-9017-04d385ea5bd6,high
evt_003572,invoice.paid,cust_0184,inv_574610,2026-03-04 00:51:35.328953,536,3eb47757-c069-483c-882a-e295ac73fe26,low
evt_012494,invoice.paid,cust_0172,inv_349871,2026-02-19 12:06:35.476222,267,81a45ab1-9d1e-4e2b-98a1-d034cfeb3b7b,low
evt_010438,invoice.validated,cust_0024,inv_709496,2026-02-08 04:56:39.443016,701,07247cd6-b4a9-4988-b85e-0a2e6d85fc91,high
evt_007632,invoice.paid,cust_0091,inv_845804,2026-03-26 02:35:39.397711,327,5cb1811b-27cf-4704-890d-363d67659050,high
evt_000380,compliance.submitted,cust_0035,inv_460589,2026-03-13 01:03:40.273924,468,41efe8f5-4ae9-4155-9210-489d9600186a,medium
evt_dup_c898d08b,invoice.paid,cust_0006,inv_126758,2026-03-11 16:15:21.441920,46,c252b15b-41be-4a21-88c9-f6079639e215,low
evt_001607,invoice.validated,cust_0211,inv_870028,2026-03-18 19:43:13.296443,666,8248e9f9-bbf3-4975-bd3b-577d0a925aeb,low
evt_013542,compliance.submitted,cust_0052,inv_519360,2026-01-29 19:51:03.493718,239,366a8308-c31b-43fe-a6a8-14e0e81dc8a3,low
evt_013762,invoice.validated,cust_0184,inv_582944,2026-04-15 01:14:15.497203,330,e28ac63f-572d-46f4-9acc-a67c196fbea4,medium
evt_008490,invoice.created,cust_0103,inv_358483,2026-03-18 06:19:39.411677,269,9d19dcb1-dcb1-4d88-9e76-c313261c151c,medium
evt_004368,invoice.validated,cust_0019,inv_981366,2026-03-15 22:44:30.341723,553,7b3b40af-7c63-4817-9680-87001e98211c,medium
evt_009639,compliance.submitted,cust_0106,inv_636177,2026-01-22 01:24:42.430113,199,e2891d92-d3a2-4a31-8e13-5fb10cfe8b79,medium
evt_003814,invoice.created,cust_0113,inv_783707,2026-04-01 23:24:13.332838,143,35ecbbe3-7878-4238-b544-6f69b0b8f56f,medium
evt_003373,compliance.failed,cust_0039,inv_326789,2026-04-20 12:42:29.325745,478,556851a2-503e-4c6b-839b-d12f263de2bf,low
evt_000543,invoice.created,cust_0015,inv_214611,2026-05-07 07:24:56.276614,95,508c6965-1d4f-465a-a360-ddfc10eed75b,medium
evt_009283,compliance.submitted,cust_0014,inv_770797,2026-01-17 05:27:52.424424,241,cde189d9-e4f3-4d0a-aac1-ef66c635985b,medium
evt_002770,invoice.created,cust_0040,inv_987658,2026-02-11 01:10:22.315133,489,3003a246-2b55-4800-9943-22b302c658a8,low
evt_000048,invoice.validated,cust_0098,inv_487345,2026-02-21 14:11:30.268532,356,7a65e503-e281-451c-b204-ee51a0464fc2,medium
evt_002857,invoice.validated,cust_0001,inv_209678,2026-04-20 02:39:20.316529,403,776ab946-f220-4c77-ad93-bd629abb92c0,high
evt_007071,invoice.created,cust_0232,inv_604582,2026-02-28 21:22:05.387227,285,155e762a-15c9-4165-9bc0-c4823c15b5f4,medium
evt_010780,compliance.failed,cust_0106,inv_250767,2026-03-04 22:12:58.448405,275,c627f163-e7eb-4aa4-87ed-cd13ad3bbffa,high
evt_008724,invoice.created,cust_0104,inv_100097,2026-04-28 08:56:52.415420,483,9b1d6bad-dfc4-47fd-837a-1d09a650d948,medium
evt_013127,compliance.submitted,cust_0176,inv_159637,2026-02-07 11:28:36.487100,150,b0454db0-92cc-4bb0-b1d9-e2ac4b8934ae,low
evt_002989,compliance.submitted,cust_0041,inv_969034,2026-05-11 18:08:57.319007,337,cc41697d-5075-49ea-b21a-e5fa1f1bed6d,medium
evt_009376,invoice.paid,cust_0010,inv_468948,2026-05-16 02:30:02.425913,232,91af59a1-4d7b-4270-a41f-e37a5022552a,medium
evt_002958,invoice.validated,cust_0179,inv_943677,2026-03-10 03:59:30.318393,584,0d46afa8-d4a1-4356-be8f-debfc9000ac3,medium
evt_007628,compliance.failed,cust_0118,inv_683858,2026-05-07 15:59:30.397653,356,1cf15ae7-1c52-4572-b106-7492295ce84f,low
evt_007235,invoice.created,cust_0197,inv_524419,2026-04-10 19:44:06.389843,225,2896d43e-67a1-4baa-88d2-98eec5f6bff2,low
evt_006715,invoice.paid,cust_0098,inv_467666,2026-03-07 11:58:18.381420,204,61a3eb4f-5569-439a-b493-6df7e1e4c6de,low
evt_013803,invoice.rejected,cust_0133,inv_930526,2026-02-23 06:02:46.497904,209,d0aaf7ea-b859-4351-b791-03759ab35bf9,medium
evt_002817,invoice.rejected,cust_0106,inv_878592,2026-04-04 00:05:29.315891,149,bd049573-9527-4130-bd34-b7ac5f14ea03,medium
evt_007439,compliance.submitted,cust_0008,inv_213322,2026-04-13 18:51:03.393225,43,64497c3e-8fcd-456a-8453-933a65cae253,low
evt_013155,invoice.created,cust_0155,inv_774420,2026-02-25 00:29:07.487551,38,a89b3c7e-7be3-4590-ad0e-fc322cb3ffd1,high
evt_006271,compliance.failed,cust_0219,inv_342208,2026-01-16 14:16:43.374385,1018,bc901532-16ef-419e-97fe-d4d11c5ee54f,low
evt_002185,compliance.failed,cust_0015,inv_568328,2026-05-06 09:40:32.305680,97,f713a5a9-ad54-4813-833d-8525b7f4befb,medium
evt_005764,invoice.paid,cust_0066,inv_187484,2026-04-23 23:17:39.364922,108,fc862b4a-7f5b-4bf2-ad24-88a76f7a8080,critical
evt_006157,invoice.created,cust_0174,inv_309781,2026-02-04 15:59:26.372601,70,952c69b3-6482-4b9e-8f8c-9e1831696caf,low
evt_001748,invoice.created,cust_0073,inv_965568,2026-05-11 12:33:58.298695,55,f3946e28-13bd-4581-aac8-372aa333df4b,low
evt_013250,invoice.rejected,cust_0123,inv_115807,2026-01-21 19:35:20.489069,179,2a78510e-5874-4886-9c9c-b4f38c6ab98b,low
evt_012123,compliance.submitted,cust_0041,inv_936879,2026-04-16 06:58:19.470148,488,6bb3f959-4d21-4637-b7a8-ee2776c4c59d,medium
evt_013381,compliance.failed,cust_0054,inv_843089,2026-02-27 07:57:10.491138,307,8d673d03-a0c9-4554-b3ad-cdf6560d85d9,medium
evt_012130,compliance.failed,cust_0181,inv_169510,2026-05-03 02:53:23.470256,97,11beae9a-1bf4-48b5-bf03-97869366fabe,high
evt_007898,invoice.paid,cust_0207,inv_102473,2026-02-03 01:01:03.402067,100,e6a4e065-1fb3-46fc-a8c9-41a95539f370,high
evt_008661,invoice.paid,cust_0166,inv_492597,2026-01-28 14:49:58.414406,261,500928e9-b493-4652-8c3f-499387542a83,medium
evt_007218,compliance.submitted,cust_0024,inv_756143,2026-05-08 19:23:04.389576,159,b727702a-ef97-43b2-a01e-7c06d2d49cc5,medium
evt_007137,invoice.created,cust_0149,inv_169350,2026-01-25 01:45:43.388278,235,3320a71e-973d-4f6f-ba64-0c41ccbfda72,medium
evt_003860,invoice.paid,cust_0092,inv_211816,2026-02-11 20:08:16.333583,151,42547ae9-3949-4405-b786-8a789cd66766,high
evt_002301,compliance.submitted,cust_0110,inv_773492,2026-01-21 07:05:23.307539,255,4d6ea9c7-51ba-4845-bc6e-5c6d1bec86eb,critical
evt_008994,invoice.paid,cust_0180,inv_221768,2026-03-08 01:57:31.419804,104,140a407a-eac1-46fd-b1ed-31f3c73c7c96,low
evt_004557,invoice.created,cust_0018,inv_521757,2026-02-16 23:37:53.344805,214,e10e9ddc-d058-4f1f-b9b0-206a315a6de4,medium
evt_013113,invoice.validated,cust_0043,inv_386430,2026-05-05 23:42:31.486873,121,5a12925c-9f17-46b5-96cb-b7325194f7e3,high
evt_010503,compliance.submitted,cust_0206,inv_336865,2026-03-03 17:17:52.444040,163,bf1feb9d-6550-42c9-b862-065cded6caf4,high
evt_011176,compliance.submitted,cust_0249,inv_909663,2026-01-22 13:28:44.454798,152,77c8b237-1ab1-4391-a0cb-193ea7b62a14,high
evt_006204,invoice.validated,cust_0243,inv_458409,2026-02-02 01:05:11.373331,227,96ce2799-13f6-4b11-b15d-bf72829652d3,medium
evt_005404,invoice.created,cust_0227,inv_782040,2026-04-05 16:27:42.358570,252,00edb16b-8add-4726-b529-67e82b23a8c0,high
evt_dup_6e98ba8c,invoice.paid,cust_0173,inv_474471,2026-01-20 04:29:25.458747,86,60c2f599-8c58-4078-816b-aa5f94b44097,medium
evt_dup_b53dcb15,compliance.submitted,cust_0077,inv_568946,2026-02-18 20:38:42.343485,298,fbdc9b36-e9dd-43ec-8538-fb1cb39379cf,medium
evt_006691,compliance.submitted,cust_0076,inv_399173,2026-05-01 13:12:36.381053,143,c3b582fa-a4c9-4411-a379-44a5b72c1a60,medium
evt_003384,invoice.paid,cust_0193,inv_745093,2026-05-07 08:19:34.325910,245,e1927119-a5da-40a2-82bc-78391578dbc9,medium
evt_009227,compliance.submitted,cust_0028,inv_931871,2026-02-07 20:21:39.423539,688,5fb126b1-f57f-413f-9dae-060fa59efc4c,low
evt_012562,invoice.paid,cust_0116,inv_757333,2026-02-16 09:36:40.477616,265,450f56c3-40f7-42be-acdd-49951184fcd5,high
evt_006904,invoice.rejected,cust_0234,inv_492987,2026-05-04 21:29:07.384478,130,95f48a8c-b46f-47dd-8207-5574342db97c,low
evt_003781,compliance.submitted,cust_0137,inv_370816,2026-04-04 12:36:41.332311,105,634652a5-5363-41e0-b514-aac3631bbf26,medium
evt_004177,invoice.created,cust_0122,inv_112582,2026-02-14 08:29:02.338665,217,e6836a29-9866-4cf6-8c0a-1f8627d9aeca,medium
evt_013039,invoice.created,cust_0241,inv_289731,2026-03-03 23:34:04.485651,205,cc3282ee-fc11-463a-89f6-3bd8f0bd380b,high
evt_001656,invoice.created,cust_0132,inv_897925,2026-02-14 22:38:10.297219,145,505de54f-8b3b-4c6e-b579-572a30a8e4af,low
evt_003843,invoice.validated,cust_0019,inv_930165,2026-03-16 15:41:53.333298,150,259e1d1b-725c-4007-97c7-8e5592e4eed8,medium
evt_011901,invoice.created,cust_0139,inv_468925,2026-02-08 14:09:47.466675,412,863dfe19-dbe5-42ea-b313-073ebe2fdb03,low
evt_007303,invoice.created,cust_0099,inv_575676,2026-05-12 15:23:39.390931,317,13c3a8b0-060a-4b89-9e3d-ef29c92d1798,low
evt_008898,compliance.failed,cust_0158,inv_709282,2026-01-26 21:17:48.418254,362,ec248b51-458c-4333-9e1b-d4b66e10cff9,medium
evt_013156,invoice.created,cust_0101,inv_253317,2026-04-16 10:21:08.487567,397,20c60581-0e0e-4081-9a03-dca1a2a7e4c9,low
evt_008973,invoice.validated,cust_0198,inv_477750,2026-02-15 16:46:04.419459,553,29c6f3f7-30ee-4e85-bbdc-a23648d9cec7,high
evt_002055,invoice.paid,cust_0129,inv_678406,2026-03-09 14:03:02.303619,39,138ab375-1c6e-4215-8c9c-1e00937034dd,low
evt_003546,invoice.created,cust_0008,inv_489017,2026-05-11 04:35:54.328477,173,7da19b0c-a0e2-4e4d-a8b9-a9c5f6bce44f,medium
evt_004352,compliance.failed,cust_0126,inv_630122,2026-05-09 23:55:05.341458,492,3e326183-4e11-4ac7-b986-77a45393b578,high
evt_dup_32b813aa,invoice.created,cust_0248,inv_758956,2026-03-27 16:44:26.417125,142,d9eb03aa-ad3c-4e3f-a49b-422b7005d545,high
evt_002474,invoice.validated,cust_0101,inv_248196,2026-04-17 16:05:39.310336,924,8fac6cf2-3094-4b29-8c83-3c7bc7449c82,low
evt_010392,invoice.validated,cust_0209,inv_859806,2026-02-19 16:35:47.442272,70,c928db87-e74a-4887-865d-7e894ea1328d,low
evt_011689,compliance.submitted,cust_0159,inv_728649,2026-01-25 04:55:49.463169,251,11a93591-73ff-4488-a68e-284b7b74a65d,low
evt_006052,invoice.validated,cust_0208,inv_590465,2026-03-03 14:51:20.370668,169,30af3b52-15c4-4e01-b97b-f588b3b8f94d,medium
evt_001922,compliance.failed,cust_0171,inv_392163,2026-02-12 17:46:27.301476,116,acc59499-a398-49ef-9e92-740e336a03db,low
evt_012079,invoice.paid,cust_0145,inv_834557,2026-01-20 14:38:37.469451,180,794ec4c3-c3a7-4769-9cc6-0a3f1e35bea7,low
evt_002449,invoice.validated,cust_0244,inv_362985,2026-02-19 10:40:36.309941,358,03bf5739-12a8-4868-a525-4cfe6644f628,low
evt_012246,invoice.rejected,cust_0060,inv_182852,2026-01-23 18:02:59.472096,166,e0cbfbdd-c8fb-49ed-bae1-ac3d3c3cec81,medium
evt_012595,invoice.rejected,cust_0113,inv_522807,2026-03-12 01:06:58.478259,417,d9044d65-d0b0-4c6f-84ac-d4007ec3e074,medium
evt_000908,invoice.paid,cust_0180,inv_480481,2026-02-09 01:27:50.282617,131,07906538-5bac-4819-abd4-5a26447b28a1,medium
evt_005588,invoice.validated,cust_0157,inv_941698,2026-05-08 04:48:42.361531,107,d453d439-e024-4a10-adc1-cb3571d4ea3f,low
evt_000085,invoice.validated,cust_0105,inv_638214,2026-01-20 06:06:10.269127,122,6e2f041d-8f5c-4b91-bafd-f92f8d080c3b,high
evt_dup_ee8c66c9,invoice.validated,cust_0005,inv_105292,2026-01-19 01:00:47.471620,653,bb4d15da-1c73-4413-992b-173e00386842,high
evt_013312,compliance.submitted,cust_0057,inv_736720,2026-02-02 23:51:06.490046,234,4fde065c-5cd0-41e6-a910-29cafbdda0ec,low
evt_010428,invoice.paid,cust_0127,inv_549009,2026-01-18 00:40:19.442843,269,06106664-ea79-437e-a552-382bc94929d2,high
evt_002089,compliance.submitted,cust_0120,inv_945392,2026-02-01 09:47:05.304142,355,739729f5-b800-462f-bb5a-d73810ec2cf5,low
evt_001079,compliance.submitted,cust_0189,inv_390848,2026-02-02 13:13:53.285348,260,df68fb24-8825-47c4-9d5f-0e615dc3fdef,high
evt_002459,invoice.created,cust_0161,inv_136904,2026-05-05 19:23:57.310102,236,f9892f2a-18b9-4f0f-ab24-450800d762bd,medium
evt_004339,invoice.created,cust_0051,inv_481659,2026-01-25 08:59:17.341252,254,54b6c1ee-f773-403e-8a5b-81f122c8a69a,critical
evt_013273,invoice.created,cust_0181,inv_411541,2026-04-22 15:52:10.489422,164,8f13047a-7edf-4006-aade-5e5b8e6a9e5e,critical
evt_006374,invoice.paid,cust_0023,inv_507953,2026-01-16 11:16:22.376054,260,bf86a2a6-0c1e-4dc1-b100-d75b640a834e,medium
evt_009993,invoice.validated,cust_0113,inv_656536,2026-02-21 15:14:05.435853,380,8669bda3-9f1e-411c-99d2-d8ee828a1e43,high
evt_002003,invoice.paid,cust_0227,inv_337009,2026-03-24 08:16:13.302791,102,c75813c0-a731-40e8-8829-b4c5a06ca95b,medium
evt_005170,invoice.created,cust_0108,inv_199845,2026-05-09 23:07:48.354684,564,2a7e1f8c-fac3-441e-923f-bd5dd617a1b6,low
evt_014530,invoice.paid,cust_0120,inv_872368,2026-04-27 19:06:09.511048,94,2217af8e-d85a-4655-8340-8cd14a32062e,high
evt_005660,compliance.submitted,cust_0045,inv_808000,2026-04-06 15:35:31.362808,138,62660231-a936-4bd0-950a-bf3395b8ef01,high
evt_008841,compliance.submitted,cust_0149,inv_765383,2026-03-14 05:39:00.417282,73,19bfc048-99d1-48a0-9b64-5f3b9ed2bb31,high
evt_014066,compliance.submitted,cust_0201,inv_677477,2026-02-27 13:01:51.502037,187,1767a68f-0846-4958-93a9-9d72579a5cdf,high
evt_003044,invoice.rejected,cust_0246,inv_954297,2026-04-29 08:17:07.320153,240,3be6baed-53f0-4d18-8c94-268d30a0af06,medium
evt_000177,compliance.submitted,cust_0118,inv_790441,2026-05-10 19:03:52.270640,306,61851d43-fcee-4315-8569-7e8e42e74bea,critical
evt_002247,invoice.created,cust_0110,inv_257805,2026-03-07 14:59:39.306683,616,560cbaa6-556f-4f89-838a-0419d39c1764,high
evt_003647,compliance.submitted,cust_0147,inv_141768,2026-04-08 06:10:20.330183,168,7e2f1511-1633-46c8-873b-5666c238b937,high
evt_012218,invoice.rejected,cust_0126,inv_867204,2026-02-04 07:35:54.471650,364,543bd07f-33ab-4f95-9b2d-9578aaccb6d1,low
evt_005268,invoice.paid,cust_0134,inv_311775,2026-02-24 01:01:13.356385,511,77a3234f-c02a-4e69-bb86-e5217dedee01,low
evt_004654,invoice.created,cust_0042,inv_433434,2026-03-01 03:44:13.346407,57,d9f0b0ca-7bfe-4655-98a8-af2b7324beab,critical
evt_000567,invoice.created,cust_0201,inv_139211,2026-02-24 14:29:56.277043,316,5c6bfb71-3a37-428f-9afc-31dd26aa4c87,high
evt_014464,invoice.validated,cust_0206,inv_870678,2026-03-10 01:08:53.509998,142,60111f90-f52f-4858-9134-3356a969e2f2,medium
evt_003753,invoice.paid,cust_0105,inv_297447,2026-02-23 05:19:16.331875,529,294ccf54-f411-4313-96f1-41fd58de0715,medium
evt_002499,invoice.validated,cust_0183,inv_931292,2026-02-01 11:47:56.310740,214,94d8da60-d1f4-4672-84ae-54d57c08ad03,low
evt_012187,invoice.rejected,cust_0126,inv_361533,2026-04-10 18:29:47.471153,422,535eb6e6-46cd-461d-a32a-32fb6c0f8c31,critical
evt_013456,invoice.validated,cust_0185,inv_826262,2026-04-24 19:44:28.492327,317,2ccdb3c9-5e5c-468c-b5a5-c52c78737b30,medium
evt_014219,invoice.rejected,cust_0182,inv_272005,2026-02-22 19:22:45.504438,96,f8531fea-a4e9-4f2f-bba7-c50a0f3b04ac,high
evt_014342,invoice.validated,cust_0230,inv_504829,2026-04-27 19:29:07.507115,172,fa1f4afa-5993-4da7-958f-1a75832306aa,medium
evt_011085,invoice.created,cust_0105,inv_711347,2026-02-10 21:01:11.453344,150,a80100e4-cfc3-47e1-89e8-d1d3b8d92802,high
evt_001359,invoice.paid,cust_0123,inv_761732,2026-02-27 05:54:38.291986,301,c9eb9ffe-6761-4e28-8abb-17650a01d849,medium
evt_001490,compliance.submitted,cust_0076,inv_842658,2026-03-09 12:01:16.294606,711,4dd6d089-827f-4a56-9480-a16047e597c6,medium
evt_014006,compliance.submitted,cust_0195,inv_745780,2026-04-03 14:53:15.501096,507,f2600f45-8c84-430e-ad89-778ccaf77ebc,medium
evt_008296,compliance.submitted,cust_0052,inv_943158,2026-02-17 15:08:39.408591,225,72daabba-df95-4f23-9fdc-901b2f5b6e43,critical
evt_012472,compliance.submitted,cust_0103,inv_707240,2026-05-04 17:21:17.475786,436,ce6e1179-4ef2-4f52-a0cb-d9e842db20d4,high
evt_006024,invoice.created,cust_0175,inv_266944,2026-01-17 01:33:09.370194,610,e6d5d7f7-cd3b-44c6-b72a-13b2d71150ff,low
evt_003466,invoice.validated,cust_0027,inv_182905,2026-02-19 16:57:40.327210,131,597a5cda-58f0-4dba-be9b-647936894a55,low
evt_000150,invoice.created,cust_0098,inv_917012,2026-03-26 23:50:39.270181,197,e5525ee5-2a3d-4c9f-9964-6cfa3cf26f8b,medium
evt_006683,invoice.validated,cust_0156,inv_394582,2026-04-04 12:52:29.380920,374,f64f1484-4584-480a-8ad9-d97f18560cce,high
evt_dup_8a891f61,compliance.submitted,cust_0122,inv_724149,2026-02-06 07:09:53.445891,409,cae40662-779a-4332-916e-ed3c21ace4a0,medium
evt_003448,invoice.validated,cust_0015,inv_497392,2026-04-20 15:17:02.326929,217,9803d667-cc20-4615-8107-a517f776f0f6,low
