event_id,event_type,payload_size_kb,endpoint_id,endpoint_health_score,rate_limit_per_minute,total_attempts,timeout_count,server_error_count,client_error_count,success_count,avg_response_time,max_response_time,replay_count,duplicate_count,retry_count,timeout_ratio,error_ratio,is_recovered,priority_critical,priority_high,priority_low,priority_medium
evt_003571,invoice.created,225,ep_00125,0.95,200,1,0,0,0,1,821.0,821,0.0,0.0,0,0.0,0.0,1,False,False,True,False
evt_013744,compliance.submitted,685,ep_00539,0.999,100,3,0,0,2,1,760.6666666666666,1123,0.0,0.0,2,0.0,0.6666666666666666,1,False,False,True,False
evt_001232,compliance.failed,762,ep_00086,0.82,60,3,0,0,2,1,689.6666666666666,809,0.0,0.0,2,0.0,0.6666666666666666,1,False,False,True,False
evt_001767,invoice.created,361,ep_00561,0.915,500,2,0,0,2,0,522.0,952,0.0,0.0,1,0.0,1.0,0,False,False,False,True
evt_008611,invoice.created,419,ep_00259,0.933,100,1,0,0,0,1,760.0,760,0.0,0.0,0,0.0,0.0,1,False,False,True,False
evt_007928,invoice.validated,276,ep_00397,0.674,500,1,0,0,0,1,779.0,779,0.0,0.0,0,0.0,0.0,1,False,False,True,False
evt_004046,invoice.created,429,ep_00457,0.867,500,3,0,2,0,1,867.0,1117,0.0,0.0,2,0.0,0.6666666666666666,1,False,False,True,False
evt_007505,compliance.failed,426,ep_00558,0.828,200,4,0,0,4,0,551.75,845,0.0,0.0,3,0.0,1.0,0,False,False,False,True
evt_006628,compliance.submitted,771,ep_00484,0.904,100,1,0,0,0,1,401.0,401,0.0,0.0,0,0.0,0.0,1,False,True,False,False
evt_011589,invoice.created,85,ep_00329,0.955,500,1,0,0,0,1,661.0,661,0.0,0.0,0,0.0,0.0,1,False,False,True,False
evt_007737,compliance.submitted,149,ep_00185,0.853,200,1,0,0,0,1,1152.0,1152,0.0,0.0,0,0.0,0.0,1,False,False,False,True
evt_003646,invoice.validated,194,ep_00563,0.985,30,3,0,0,2,1,389.0,901,0.0,0.0,2,0.0,0.6666666666666666,1,False,False,True,False
evt_007108,invoice.created,557,ep_00218,0.852,30,3,0,0,2,1,541.0,708,0.0,0.0,2,0.0,0.6666666666666666,1,False,False,True,False
evt_dup_6a17276c,invoice.paid,60,ep_00491,0.879,30,3,0,0,2,1,482.0,576,1.0,0.0,2,0.0,0.6666666666666666,1,False,False,True,False
evt_008065,invoice.rejected,227,ep_00107,0.999,100,1,0,0,0,1,313.0,313,0.0,0.0,0,0.0,0.0,1,False,True,False,False
evt_002621,invoice.created,214,ep_00171,0.773,200,3,0,0,2,1,532.0,1001,0.0,0.0,2,0.0,0.6666666666666666,1,False,False,True,False
evt_014296,invoice.paid,198,ep_00039,0.721,60,1,0,0,0,1,543.0,543,0.0,0.0,0,0.0,0.0,1,False,True,False,False
evt_011284,compliance.failed,156,ep_00371,0.883,500,1,0,0,0,1,817.0,817,0.0,0.0,0,0.0,0.0,1,False,False,False,True
evt_011387,compliance.failed,112,ep_00470,0.811,60,3,0,0,2,1,477.0,521,0.0,0.0,2,0.0,0.6666666666666666,1,False,False,False,True
evt_001952,compliance.submitted,275,ep_00424,0.997,200,2,0,1,0,1,524.5,617,0.0,0.0,1,0.0,0.5,1,False,False,False,True
evt_003596,invoice.validated,708,ep_00208,0.942,100,1,0,0,0,1,749.0,749,1.0,0.0,0,0.0,0.0,1,False,False,False,True
evt_012254,invoice.validated,352,ep_00218,0.852,30,3,0,0,2,1,672.6666666666666,759,0.0,0.0,2,0.0,0.6666666666666666,1,False,True,False,False
evt_003777,invoice.created,115,ep_00438,0.714,30,1,0,0,0,1,664.0,664,1.0,0.0,0,0.0,0.0,1,False,False,True,False
evt_002518,invoice.created,107,ep_00594,0.92,500,2,0,1,0,1,620.0,901,1.0,0.0,1,0.0,0.5,1,False,False,True,False
evt_008642,invoice.created,277,ep_00587,0.825,500,1,0,0,0,1,1044.0,1044,0.0,0.0,0,0.0,0.0,1,False,True,False,False
evt_006924,compliance.submitted,135,ep_00063,0.747,500,3,0,0,2,1,689.6666666666666,784,0.0,0.0,2,0.0,0.6666666666666666,1,False,False,True,False
evt_004042,compliance.submitted,314,ep_00162,0.974,60,4,0,4,0,0,750.25,954,1.0,0.0,3,0.0,1.0,0,False,False,True,False
evt_003572,invoice.paid,536,ep_00386,0.898,60,2,0,0,2,0,618.5,631,0.0,0.0,1,0.0,1.0,0,False,False,True,False
evt_000838,compliance.submitted,369,ep_00355,0.878,500,1,0,0,0,1,825.0,825,1.0,0.0,0,0.0,0.0,1,False,False,True,False
evt_013536,invoice.paid,68,ep_00300,0.956,200,1,0,0,0,1,1109.0,1109,0.0,0.0,0,0.0,0.0,1,False,False,False,True
evt_007087,invoice.paid,164,ep_00319,0.919,200,2,0,1,0,1,662.5,1147,0.0,0.0,1,0.0,0.5,1,False,False,True,False
evt_003545,invoice.paid,269,ep_00166,0.93,60,5,0,0,5,0,674.4,1213,0.0,0.0,4,0.0,1.0,0,False,True,False,False
evt_dup_e0b79b23,invoice.created,353,ep_00583,0.956,200,4,0,4,0,0,674.25,1216,0.0,0.0,3,0.0,1.0,0,False,False,True,False
evt_012509,compliance.submitted,228,ep_00458,0.756,100,1,0,0,0,1,710.0,710,1.0,0.0,0,0.0,0.0,1,False,False,True,False
evt_014828,invoice.paid,299,ep_00232,0.906,100,1,0,0,0,1,276.0,276,0.0,0.0,0,0.0,0.0,1,False,False,True,False
evt_011840,compliance.submitted,157,ep_00254,0.999,30,3,1,2,0,1,599.0,805,0.0,0.0,2,0.3333333333333333,0.6666666666666666,1,False,False,True,False
evt_006859,invoice.created,683,ep_00081,0.854,500,3,0,0,2,1,574.0,797,1.0,0.0,2,0.0,0.6666666666666666,1,False,True,False,False
evt_013166,invoice.validated,103,ep_00459,0.814,500,2,0,2,0,0,801.5,961,1.0,0.0,1,0.0,1.0,0,False,False,False,True
evt_004668,compliance.failed,113,ep_00320,0.864,30,1,0,0,0,1,794.0,794,1.0,0.0,0,0.0,0.0,1,True,False,False,False
evt_010940,invoice.paid,35,ep_00318,0.843,200,5,0,0,5,0,776.0,1416,1.0,0.0,4,0.0,1.0,0,False,False,True,False
evt_013962,invoice.rejected,732,ep_00457,0.867,500,2,0,0,2,0,744.5,1000,0.0,0.0,1,0.0,1.0,0,False,False,False,True
evt_006890,invoice.validated,493,ep_00280,0.834,500,3,1,2,0,1,280.3333333333333,631,1.0,0.0,2,0.3333333333333333,0.6666666666666666,1,False,False,False,True
evt_005829,invoice.created,47,ep_00450,0.753,30,3,0,0,2,1,703.3333333333334,1067,1.0,0.0,2,0.0,0.6666666666666666,1,False,False,False,True
evt_010715,invoice.validated,375,ep_00044,0.844,100,1,0,0,0,1,1274.0,1274,0.0,0.0,0,0.0,0.0,1,False,False,False,True
evt_008715,invoice.validated,408,ep_00528,0.886,30,3,0,2,0,1,713.3333333333334,1147,0.0,0.0,2,0.0,0.6666666666666666,1,False,False,True,False
evt_006548,invoice.validated,282,ep_00537,0.777,100,1,0,0,0,1,538.0,538,0.0,0.0,0,0.0,0.0,1,False,False,False,True
evt_001349,invoice.validated,85,ep_00332,0.772,500,3,1,2,0,1,530.3333333333334,583,0.0,0.0,2,0.3333333333333333,0.6666666666666666,1,False,False,False,True
evt_006518,invoice.created,397,ep_00002,0.863,200,1,0,0,0,1,632.0,632,0.0,0.0,0,0.0,0.0,1,False,False,False,True
evt_008087,invoice.validated,611,ep_00470,0.811,60,3,0,0,2,1,492.6666666666667,1028,1.0,0.0,2,0.0,0.6666666666666666,1,False,False,True,False
evt_dup_64917ac8,compliance.submitted,122,ep_00171,0.773,200,3,0,0,2,1,858.3333333333334,1251,0.0,0.0,2,0.0,0.6666666666666666,1,False,False,False,True
evt_001341,invoice.created,270,ep_00045,0.703,60,3,1,2,0,1,761.3333333333334,1292,1.0,0.0,2,0.3333333333333333,0.6666666666666666,1,False,True,False,False
evt_008271,compliance.submitted,240,ep_00012,0.824,60,1,0,0,0,1,805.0,805,0.0,0.0,0,0.0,0.0,1,False,False,True,False
evt_000194,invoice.paid,446,ep_00587,0.825,500,2,0,1,0,1,696.5,806,0.0,0.0,1,0.0,0.5,1,False,False,False,True
evt_005160,invoice.created,131,ep_00345,0.823,60,3,1,2,0,1,454.6666666666667,811,0.0,0.0,2,0.3333333333333333,0.6666666666666666,1,False,False,False,True
evt_001843,compliance.failed,138,ep_00110,0.871,60,1,0,0,0,1,532.0,532,0.0,0.0,0,0.0,0.0,1,False,True,False,False
evt_013534,invoice.created,113,ep_00263,0.491,60,3,0,0,2,1,721.6666666666666,889,0.0,0.0,2,0.0,0.6666666666666666,1,False,False,False,True
evt_005147,compliance.submitted,132,ep_00317,0.962,100,2,0,1,0,1,739.0,750,0.0,0.0,1,0.0,0.5,1,False,True,False,False
evt_010543,invoice.paid,199,ep_00319,0.919,200,2,0,2,0,0,618.5,883,0.0,0.0,1,0.0,1.0,0,False,False,True,False
evt_000762,invoice.paid,467,ep_00571,0.882,60,1,0,0,0,1,891.0,891,1.0,0.0,0,0.0,0.0,1,False,False,False,True
evt_008182,compliance.submitted,213,ep_00525,0.788,100,1,0,0,0,1,761.0,761,0.0,0.0,0,0.0,0.0,1,False,False,True,False
evt_011347,invoice.created,65,ep_00428,0.962,500,3,0,0,2,1,693.6666666666666,894,1.0,0.0,2,0.0,0.6666666666666666,1,False,False,True,False
evt_009341,invoice.created,452,ep_00209,0.942,60,2,0,1,0,1,899.5,1135,0.0,0.0,1,0.0,0.5,1,False,False,False,True
evt_010563,invoice.paid,252,ep_00435,0.999,500,1,0,0,0,1,610.0,610,0.0,0.0,0,0.0,0.0,1,False,False,True,False
evt_007608,invoice.validated,153,ep_00597,0.848,500,3,0,0,2,1,722.3333333333334,815,0.0,0.0,2,0.0,0.6666666666666666,1,False,False,False,True
evt_003093,invoice.paid,749,ep_00221,0.999,500,1,0,0,0,1,349.0,349,0.0,0.0,0,0.0,0.0,1,False,False,False,True
evt_012411,invoice.created,73,ep_00160,0.959,60,1,0,0,0,1,747.0,747,0.0,0.0,0,0.0,0.0,1,True,False,False,False
evt_014283,invoice.created,327,ep_00074,0.999,30,3,0,0,2,1,670.6666666666666,840,1.0,0.0,2,0.0,0.6666666666666666,1,False,False,True,False
evt_012885,invoice.paid,158,ep_00507,0.809,200,3,0,0,2,1,751.3333333333334,1021,0.0,0.0,2,0.0,0.6666666666666666,1,False,False,True,False
evt_002582,compliance.submitted,394,ep_00210,0.999,60,3,1,2,0,1,726.0,1117,1.0,0.0,2,0.3333333333333333,0.6666666666666666,1,False,False,False,True
evt_014784,invoice.paid,333,ep_00349,0.794,500,1,0,0,0,1,745.0,745,1.0,1.0,0,0.0,0.0,1,False,False,True,False
evt_008629,invoice.validated,156,ep_00348,0.711,100,1,0,0,0,1,946.0,946,0.0,0.0,0,0.0,0.0,1,False,False,False,True
evt_003349,compliance.failed,436,ep_00343,0.909,60,1,0,0,0,1,303.0,303,0.0,0.0,0,0.0,0.0,1,True,False,False,False
evt_000942,compliance.submitted,306,ep_00378,0.902,200,3,0,2,0,1,629.0,789,1.0,0.0,2,0.0,0.6666666666666666,1,False,False,False,True
evt_000535,invoice.paid,214,ep_00439,0.676,60,3,0,0,3,0,485.6666666666667,767,0.0,0.0,2,0.0,1.0,0,False,False,True,False
evt_006445,compliance.submitted,490,ep_00288,0.951,200,3,0,2,0,1,520.6666666666666,812,0.0,0.0,2,0.0,0.6666666666666666,1,False,False,True,False
evt_004097,invoice.rejected,791,ep_00308,0.809,500,3,1,2,0,1,683.0,1034,1.0,0.0,2,0.3333333333333333,0.6666666666666666,1,False,True,False,False
evt_002942,invoice.rejected,542,ep_00059,0.92,30,3,1,2,0,1,472.3333333333333,666,0.0,0.0,2,0.3333333333333333,0.6666666666666666,1,False,True,False,False
evt_011571,invoice.created,139,ep_00300,0.956,200,2,0,1,0,1,364.5,445,1.0,0.0,1,0.0,0.5,1,False,False,True,False
evt_009820,invoice.paid,58,ep_00382,0.808,100,3,0,2,0,1,803.0,865,0.0,0.0,2,0.0,0.6666666666666666,1,False,False,True,False
evt_008009,invoice.validated,48,ep_00496,0.945,30,1,0,0,0,1,421.0,421,0.0,0.0,0,0.0,0.0,1,False,True,False,False
evt_001783,invoice.validated,333,ep_00413,0.696,30,3,0,0,2,1,543.0,634,0.0,0.0,2,0.0,0.6666666666666666,1,False,False,True,False
evt_012909,invoice.paid,226,ep_00004,0.999,200,1,0,0,0,1,587.0,587,0.0,0.0,0,0.0,0.0,1,False,False,True,False
evt_004397,invoice.validated,387,ep_00111,0.65,200,1,0,0,0,1,266.0,266,0.0,0.0,0,0.0,0.0,1,False,False,False,True
evt_008795,compliance.submitted,296,ep_00464,0.906,500,1,0,0,0,1,354.0,354,0.0,0.0,0,0.0,0.0,1,False,False,False,True
evt_006171,invoice.paid,341,ep_00114,0.999,60,1,0,0,0,1,259.0,259,0.0,0.0,0,0.0,0.0,1,False,False,False,True
evt_004132,invoice.paid,521,ep_00175,0.913,100,3,0,0,2,1,587.0,1096,1.0,0.0,2,0.0,0.6666666666666666,1,False,True,False,False
evt_000023,invoice.paid,92,ep_00387,0.921,100,1,0,0,0,1,50.0,50,0.0,0.0,0,0.0,0.0,1,False,False,False,True
evt_008253,invoice.rejected,1010,ep_00256,0.822,100,3,0,0,2,1,690.3333333333334,876,0.0,0.0,2,0.0,0.6666666666666666,1,True,False,False,False
evt_007895,invoice.paid,211,ep_00069,0.923,200,4,0,4,0,0,826.5,1441,0.0,0.0,3,0.0,1.0,0,False,False,False,True
evt_004655,invoice.paid,156,ep_00489,0.999,60,1,0,0,0,1,678.0,678,0.0,0.0,0,0.0,0.0,1,False,True,False,False
evt_009816,invoice.paid,246,ep_00250,0.929,100,1,0,0,0,1,334.0,334,0.0,0.0,0,0.0,0.0,1,False,False,False,True
evt_004341,invoice.created,417,ep_00123,0.999,100,3,0,0,3,0,337.6666666666667,614,0.0,0.0,2,0.0,1.0,0,False,False,False,True
evt_013602,invoice.created,82,ep_00560,0.829,100,2,0,1,0,1,525.5,632,0.0,0.0,1,0.0,0.5,1,False,False,False,True
evt_009482,invoice.validated,151,ep_00480,0.999,100,3,0,2,0,1,430.0,648,1.0,0.0,2,0.0,0.6666666666666666,1,False,False,False,True
evt_012241,compliance.failed,669,ep_00235,0.999,500,1,0,0,0,1,306.0,306,0.0,0.0,0,0.0,0.0,1,False,False,False,True
evt_006406,invoice.created,480,ep_00425,0.957,500,3,1,2,0,1,513.0,1030,0.0,0.0,2,0.3333333333333333,0.6666666666666666,1,False,False,False,True
evt_006324,invoice.created,141,ep_00472,0.604,200,3,1,2,0,1,759.6666666666666,1406,1.0,0.0,2,0.3333333333333333,0.6666666666666666,1,False,False,False,True
evt_013188,compliance.submitted,283,ep_00082,0.923,500,1,0,0,0,1,897.0,897,0.0,0.0,0,0.0,0.0,1,False,True,False,False
evt_000578,invoice.paid,195,ep_00340,0.812,30,1,0,0,0,1,74.0,74,0.0,0.0,0,0.0,0.0,1,False,False,False,True
evt_007284,invoice.paid,354,ep_00203,0.999,200,3,0,2,0,1,519.6666666666666,625,0.0,0.0,2,0.0,0.6666666666666666,1,False,False,True,False
evt_010787,invoice.rejected,288,ep_00043,0.866,30,4,0,0,4,0,298.25,607,0.0,0.0,3,0.0,1.0,0,False,False,False,True
evt_008711,invoice.rejected,78,ep_00171,0.773,200,6,0,0,6,0,793.8333333333334,1346,0.0,0.0,5,0.0,1.0,0,False,True,False,False
evt_008423,invoice.paid,68,ep_00577,0.908,200,4,0,4,0,0,568.5,941,0.0,0.0,3,0.0,1.0,0,False,True,False,False
evt_004691,compliance.failed,245,ep_00484,0.904,100,1,0,0,0,1,662.0,662,0.0,0.0,0,0.0,0.0,1,True,False,False,False
evt_dup_99e1c4b6,invoice.validated,191,ep_00339,0.93,100,1,0,0,0,1,295.0,295,0.0,0.0,0,0.0,0.0,1,False,False,True,False
evt_dup_e7bbc128,invoice.created,398,ep_00565,0.999,200,3,0,0,2,1,424.0,470,0.0,0.0,2,0.0,0.6666666666666666,1,False,False,True,False
evt_000643,invoice.validated,399,ep_00135,0.77,500,1,0,0,0,1,149.0,149,0.0,0.0,0,0.0,0.0,1,False,False,False,True
evt_008413,invoice.rejected,371,ep_00380,0.783,30,1,0,0,0,1,1065.0,1065,1.0,0.0,0,0.0,0.0,1,False,True,False,False
evt_005276,invoice.paid,205,ep_00156,0.794,200,3,0,0,2,1,527.6666666666666,993,0.0,0.0,2,0.0,0.6666666666666666,1,False,False,True,False
evt_001969,invoice.paid,184,ep_00349,0.794,500,1,0,0,0,1,227.0,227,1.0,0.0,0,0.0,0.0,1,False,False,True,False
evt_014386,invoice.rejected,275,ep_00177,0.882,30,1,0,0,0,1,1007.0,1007,0.0,0.0,0,0.0,0.0,1,False,False,True,False
evt_006274,compliance.submitted,78,ep_00012,0.824,60,3,0,0,2,1,649.6666666666666,858,0.0,0.0,2,0.0,0.6666666666666666,1,False,True,False,False
evt_013632,compliance.submitted,68,ep_00568,0.759,500,1,0,0,0,1,587.0,587,0.0,0.0,0,0.0,0.0,1,False,False,False,True
evt_008941,invoice.created,140,ep_00054,0.953,60,3,0,2,0,1,653.6666666666666,935,0.0,0.0,2,0.0,0.6666666666666666,1,False,True,False,False
evt_006517,invoice.created,302,ep_00458,0.756,100,1,0,0,0,1,613.0,613,1.0,0.0,0,0.0,0.0,1,False,False,False,True
evt_010059,compliance.submitted,206,ep_00219,0.822,30,1,0,0,0,1,489.0,489,0.0,0.0,0,0.0,0.0,1,False,False,False,True
evt_dup_6772e5ac,invoice.rejected,143,ep_00587,0.825,500,1,0,0,0,1,676.0,676,1.0,0.0,0,0.0,0.0,1,False,False,True,False
evt_012761,invoice.created,232,ep_00283,0.999,200,3,1,2,0,1,631.0,1115,0.0,0.0,2,0.3333333333333333,0.6666666666666666,1,False,False,True,False
evt_004280,invoice.validated,228,ep_00513,0.851,60,1,0,0,0,1,366.0,366,0.0,0.0,0,0.0,0.0,1,False,True,False,False
evt_014510,invoice.created,56,ep_00351,0.917,500,3,0,0,2,1,898.0,1097,0.0,0.0,2,0.0,0.6666666666666666,1,False,False,True,False
evt_007666,invoice.validated,373,ep_00309,0.946,30,3,1,2,0,1,630.3333333333334,818,0.0,0.0,2,0.3333333333333333,0.6666666666666666,1,False,False,False,True
evt_003471,invoice.created,727,ep_00345,0.823,60,3,0,2,0,1,409.0,570,0.0,0.0,2,0.0,0.6666666666666666,1,False,False,False,True
evt_013462,compliance.failed,114,ep_00365,0.963,60,3,1,2,0,1,384.3333333333333,659,1.0,0.0,2,0.3333333333333333,0.6666666666666666,1,False,False,False,True
evt_013886,invoice.paid,83,ep_00006,0.852,30,1,0,0,0,1,481.0,481,0.0,0.0,0,0.0,0.0,1,False,False,True,False
evt_009247,compliance.submitted,319,ep_00389,0.994,60,2,0,0,2,0,631.0,892,0.0,0.0,1,0.0,1.0,0,False,True,False,False
evt_dup_d3c28319,invoice.created,385,ep_00195,0.901,100,5,0,5,0,0,508.4,882,0.0,0.0,4,0.0,1.0,0,False,False,False,True
evt_013561,invoice.paid,313,ep_00309,0.946,30,1,0,0,0,1,992.0,992,1.0,1.0,0,0.0,0.0,1,False,False,True,False
evt_002581,invoice.paid,162,ep_00016,0.813,60,3,0,0,2,1,627.3333333333334,658,0.0,0.0,2,0.0,0.6666666666666666,1,False,False,False,True
evt_009307,invoice.paid,540,ep_00388,0.999,200,3,0,0,2,1,713.6666666666666,951,0.0,0.0,2,0.0,0.6666666666666666,1,False,False,True,False
evt_007945,invoice.paid,38,ep_00009,0.824,30,1,0,0,0,1,689.0,689,1.0,0.0,0,0.0,0.0,1,False,True,False,False
evt_007432,compliance.submitted,368,ep_00573,0.919,30,3,1,2,0,1,635.6666666666666,706,0.0,0.0,2,0.3333333333333333,0.6666666666666666,1,False,False,True,False
evt_003185,invoice.validated,28,ep_00297,0.988,30,1,0,0,0,1,451.0,451,0.0,0.0,0,0.0,0.0,1,False,True,False,False
evt_011204,invoice.paid,765,ep_00059,0.92,30,1,0,0,0,1,392.0,392,1.0,1.0,0,0.0,0.0,1,False,False,True,False
evt_dup_bf5122e2,invoice.created,228,ep_00411,0.965,200,3,0,2,0,1,469.6666666666667,1008,0.0,0.0,2,0.0,0.6666666666666666,1,False,False,True,False
evt_002441,invoice.validated,560,ep_00563,0.985,30,3,1,2,0,1,496.3333333333333,1047,0.0,0.0,2,0.3333333333333333,0.6666666666666666,1,False,False,True,False
evt_014775,compliance.submitted,178,ep_00259,0.933,100,1,0,0,0,1,461.0,461,1.0,0.0,0,0.0,0.0,1,False,True,False,False
evt_009592,compliance.submitted,191,ep_00489,0.999,60,1,0,0,0,1,272.0,272,0.0,0.0,0,0.0,0.0,1,False,True,False,False
evt_012698,invoice.validated,88,ep_00099,0.881,200,3,0,2,0,1,654.3333333333334,1252,1.0,0.0,2,0.0,0.6666666666666666,1,False,False,False,True
evt_dup_65cb78e4,invoice.paid,310,ep_00256,0.822,100,3,1,2,0,1,885.3333333333334,1027,0.0,0.0,2,0.3333333333333333,0.6666666666666666,1,False,False,False,True
evt_004040,compliance.failed,963,ep_00265,0.85,200,1,0,0,0,1,661.0,661,0.0,0.0,0,0.0,0.0,1,False,True,False,False
evt_dup_969b6338,invoice.created,772,ep_00526,0.663,200,3,0,0,2,1,648.0,735,0.0,0.0,2,0.0,0.6666666666666666,1,False,True,False,False
evt_004818,compliance.submitted,383,ep_00568,0.759,500,3,1,2,0,1,712.6666666666666,930,0.0,0.0,2,0.3333333333333333,0.6666666666666666,1,False,False,False,True
evt_010510,invoice.created,137,ep_00297,0.988,30,3,0,2,0,1,389.6666666666667,638,0.0,0.0,2,0.0,0.6666666666666666,1,False,False,False,True
evt_012532,compliance.failed,90,ep_00224,0.686,200,1,0,0,0,1,502.0,502,0.0,0.0,0,0.0,0.0,1,False,True,False,False
evt_001729,invoice.rejected,290,ep_00334,0.799,60,3,0,0,2,1,993.6666666666666,1484,1.0,0.0,2,0.0,0.6666666666666666,1,False,False,False,True
evt_010942,invoice.paid,122,ep_00552,0.861,500,3,0,0,2,1,957.3333333333334,1223,0.0,0.0,2,0.0,0.6666666666666666,1,False,True,False,False
evt_007810,invoice.rejected,146,ep_00231,0.792,100,1,0,0,0,1,395.0,395,0.0,0.0,0,0.0,0.0,1,False,False,True,False
evt_013948,invoice.rejected,287,ep_00199,0.887,60,1,0,0,0,1,287.0,287,0.0,0.0,0,0.0,0.0,1,False,False,True,False
evt_006522,compliance.failed,783,ep_00193,0.906,60,3,0,0,2,1,464.0,520,0.0,0.0,2,0.0,0.6666666666666666,1,False,True,False,False
evt_dup_ab8a5e76,invoice.created,149,ep_00507,0.809,200,3,0,2,0,1,564.6666666666666,611,0.0,0.0,2,0.0,0.6666666666666666,1,False,True,False,False
evt_014171,invoice.created,60,ep_00176,0.979,500,3,0,0,2,1,475.6666666666667,838,1.0,0.0,2,0.0,0.6666666666666666,1,False,True,False,False
evt_000692,compliance.submitted,471,ep_00203,0.999,200,1,0,0,0,1,50.0,50,0.0,0.0,0,0.0,0.0,1,False,False,True,False
evt_010389,invoice.validated,524,ep_00594,0.92,500,1,0,0,0,1,658.0,658,1.0,0.0,0,0.0,0.0,1,False,False,False,True
evt_000108,invoice.paid,493,ep_00576,0.615,60,2,0,2,0,0,398.5,466,0.0,0.0,1,0.0,1.0,0,False,False,True,False
evt_003735,invoice.validated,383,ep_00127,0.761,200,3,0,0,2,1,515.3333333333334,901,0.0,0.0,2,0.0,0.6666666666666666,1,False,True,False,False
evt_004377,invoice.created,528,ep_00223,0.962,200,3,1,2,0,1,615.0,930,0.0,0.0,2,0.3333333333333333,0.6666666666666666,1,False,True,False,False
evt_004210,invoice.rejected,230,ep_00580,0.999,100,1,0,0,0,1,488.0,488,0.0,0.0,0,0.0,0.0,1,False,False,False,True
evt_012204,compliance.submitted,95,ep_00281,0.894,30,4,0,4,0,0,694.5,1123,0.0,0.0,3,0.0,1.0,0,False,False,False,True
evt_010376,compliance.submitted,306,ep_00204,0.999,60,3,0,0,2,1,604.6666666666666,697,0.0,0.0,2,0.0,0.6666666666666666,1,False,False,True,False
evt_006582,invoice.created,68,ep_00409,0.894,200,3,0,0,2,1,396.6666666666667,574,0.0,0.0,2,0.0,0.6666666666666666,1,True,False,False,False
evt_007760,invoice.validated,330,ep_00199,0.887,60,3,0,2,0,1,552.3333333333334,579,0.0,0.0,2,0.0,0.6666666666666666,1,False,False,True,False
evt_011750,invoice.validated,485,ep_00219,0.822,30,3,0,2,0,1,654.3333333333334,963,0.0,0.0,2,0.0,0.6666666666666666,1,False,False,False,True
evt_012930,compliance.failed,34,ep_00324,0.999,30,3,1,2,0,1,778.0,927,0.0,0.0,2,0.3333333333333333,0.6666666666666666,1,False,False,True,False
evt_003588,compliance.submitted,238,ep_00431,0.738,200,2,0,1,0,1,564.0,633,0.0,0.0,1,0.0,0.5,1,False,False,True,False
evt_006624,invoice.validated,239,ep_00124,0.712,30,3,0,0,2,1,565.3333333333334,749,0.0,0.0,2,0.0,0.6666666666666666,1,False,False,True,False
evt_001601,invoice.rejected,353,ep_00112,0.877,100,1,0,0,0,1,1088.0,1088,0.0,0.0,0,0.0,0.0,1,False,True,False,False
evt_003411,invoice.created,674,ep_00176,0.979,500,1,0,0,0,1,50.0,50,0.0,0.0,0,0.0,0.0,1,False,False,True,False
evt_007776,invoice.validated,145,ep_00596,0.819,100,3,0,0,2,1,768.0,1345,0.0,0.0,2,0.0,0.6666666666666666,1,False,False,False,True
evt_005438,invoice.validated,219,ep_00413,0.696,30,3,1,2,0,1,664.0,1082,0.0,0.0,2,0.3333333333333333,0.6666666666666666,1,False,False,True,False
evt_010066,invoice.created,1763,ep_00016,0.813,60,1,0,0,0,1,668.0,668,1.0,0.0,0,0.0,0.0,1,False,False,False,True
evt_000185,invoice.paid,173,ep_00285,0.999,200,3,1,2,0,1,557.0,602,0.0,0.0,2,0.3333333333333333,0.6666666666666666,1,False,False,True,False
evt_011101,invoice.created,218,ep_00096,0.704,100,6,0,0,6,0,521.8333333333334,1053,1.0,0.0,5,0.0,1.0,0,False,False,True,False
evt_011987,invoice.validated,522,ep_00186,0.966,200,1,0,0,0,1,765.0,765,0.0,0.0,0,0.0,0.0,1,False,True,False,False
evt_013243,invoice.created,198,ep_00374,0.995,100,3,0,3,0,0,586.0,718,0.0,0.0,2,0.0,1.0,0,False,False,True,False
evt_009303,compliance.submitted,339,ep_00094,0.841,60,2,0,1,0,1,422.5,501,1.0,0.0,1,0.0,0.5,1,False,False,True,False
evt_014178,invoice.created,297,ep_00048,0.999,60,1,0,0,0,1,117.0,117,1.0,1.0,0,0.0,0.0,1,False,False,True,False
evt_dup_6ce2ee6d,invoice.paid,252,ep_00241,0.785,100,1,0,0,0,1,421.0,421,1.0,0.0,0,0.0,0.0,1,False,True,False,False
evt_009745,compliance.submitted,52,ep_00538,0.834,60,3,0,0,2,1,350.3333333333333,613,0.0,0.0,2,0.0,0.6666666666666666,1,False,False,True,False
evt_000680,invoice.validated,290,ep_00411,0.965,200,1,0,0,0,1,463.0,463,0.0,0.0,0,0.0,0.0,1,False,True,False,False
evt_002800,compliance.submitted,402,ep_00435,0.999,500,4,0,0,4,0,193.25,296,0.0,0.0,3,0.0,1.0,0,False,False,True,False
evt_008331,invoice.paid,135,ep_00218,0.852,30,3,0,2,0,1,709.0,1248,0.0,0.0,2,0.0,0.6666666666666666,1,False,False,True,False
evt_007951,invoice.created,422,ep_00088,0.919,60,2,0,0,2,0,521.5,594,0.0,0.0,1,0.0,1.0,0,False,False,False,True
evt_002056,compliance.submitted,207,ep_00266,0.73,100,3,1,2,0,1,826.3333333333334,1067,0.0,0.0,2,0.3333333333333333,0.6666666666666666,1,False,False,True,False
