event_id,delivery_state,failure_reason,safe_to_replay,recommended_action
evt_003236,delivered,none,True,none
evt_003237,delivered,none,True,none
evt_003238,duplicate,duplicate_event,False,avoid_replay
evt_003239,delivered,none,True,none
evt_003241,recovered,invalid_signature,False,rotate_signature
evt_003244,delivered,none,True,none
evt_003245,delivered,none,True,none
evt_003246,duplicate,duplicate_event,False,avoid_replay
evt_003247,duplicate,duplicate_event,False,avoid_replay
evt_003248,delivered,none,True,none
evt_003249,recovered,none,False,monitor_endpoint
evt_003251,delivered,none,True,none
evt_003252,recovered,invalid_signature,False,rotate_signature
evt_003253,delivered,none,True,none
evt_003254,delivered,none,True,none
evt_003255,delivered,none,True,none
evt_003256,delivered,none,True,none
evt_003257,recovered,none,False,monitor_endpoint
evt_003258,recovered,rate_limited,False,exponential_backoff
evt_003259,recovered,none,False,monitor_endpoint
evt_003260,delivered,none,True,none
evt_003261,recovered,rate_limited,False,exponential_backoff
evt_003262,recovered,none,False,monitor_endpoint
evt_003263,failed,payload_too_large,True,reduce_payload
evt_003264,recovered,none,False,monitor_endpoint
evt_003265,expired,endpoint_deleted,False,contact_customer
evt_003266,recovered,rate_limited,False,exponential_backoff
evt_003269,recovered,none,False,monitor_endpoint
evt_003270,recovered,none,False,monitor_endpoint
evt_003271,delivered,none,True,none
evt_003273,delivered,none,True,none
evt_003275,failed,payload_too_large,True,reduce_payload
evt_003276,failed,payload_too_large,True,reduce_payload
evt_003277,recovered,invalid_signature,False,rotate_signature
evt_003278,recovered,invalid_signature,False,rotate_signature
evt_003279,delivered,none,True,none
evt_003280,duplicate,duplicate_event,False,avoid_replay
evt_003281,delivered,none,True,none
evt_003282,failed,payload_too_large,True,reduce_payload
evt_003283,delivered,none,True,none
evt_003284,delivered,none,True,none
evt_003285,delivered,none,True,none
evt_003286,delivered,none,True,none
evt_003287,delivered,none,True,none
evt_003288,delivered,none,True,none
evt_003289,recovered,customer_endpoint_down,False,retry_later
evt_003290,delivered,none,True,none
evt_003291,recovered,malformed_response,False,inspect_endpoint
evt_003294,recovered,malformed_response,False,inspect_endpoint
evt_003296,delivered,none,True,none
evt_003297,recovered,rate_limited,False,exponential_backoff
evt_003298,recovered,invalid_signature,False,rotate_signature
evt_003299,delivered,none,True,none
evt_003300,failed,customer_endpoint_down,True,investigate_endpoint
evt_003302,recovered,invalid_signature,False,rotate_signature
evt_003304,delivered,none,True,none
evt_003306,recovered,none,False,monitor_endpoint
evt_003307,recovered,invalid_signature,False,rotate_signature
evt_003308,delivered,none,True,none
evt_003309,delivered,none,True,none
evt_003310,recovered,malformed_response,False,inspect_endpoint
evt_003312,recovered,rate_limited,False,exponential_backoff
evt_003313,delivered,none,True,none
evt_003314,failed,payload_too_large,True,reduce_payload
evt_003315,delivered,none,True,none
evt_003316,delivered,none,True,none
evt_003317,delivered,none,True,none
evt_003318,recovered,malformed_response,False,inspect_endpoint
evt_003319,delivered,none,True,none
evt_003320,delivered,none,True,none
evt_003321,recovered,customer_endpoint_down,False,retry_later
evt_003322,failed,payload_too_large,True,reduce_payload
evt_003323,recovered,none,False,monitor_endpoint
evt_003324,delivered,none,True,none
evt_003326,recovered,rate_limited,False,exponential_backoff
evt_003327,delivered,none,True,none
evt_003329,delivered,none,True,none
evt_003330,delivered,none,True,none
evt_003332,recovered,none,False,monitor_endpoint
evt_003333,delivered,none,True,none
evt_003334,delivered,none,True,none
evt_003335,recovered,rate_limited,False,exponential_backoff
evt_003337,recovered,rate_limited,False,exponential_backoff
evt_003338,delivered,none,True,none
evt_003339,delivered,none,True,none
evt_003340,recovered,none,False,monitor_endpoint
evt_003341,recovered,customer_endpoint_down,False,retry_later
evt_003342,failed,customer_endpoint_down,True,investigate_endpoint
evt_003345,failed,payload_too_large,True,reduce_payload
evt_003347,delivered,none,True,none
evt_003348,delivered,none,True,none
evt_003349,duplicate,duplicate_event,False,avoid_replay
evt_003350,recovered,customer_endpoint_down,False,retry_later
evt_003351,duplicate,duplicate_event,False,avoid_replay
evt_003352,duplicate,duplicate_event,False,avoid_replay
evt_003353,recovered,none,False,monitor_endpoint
evt_003354,delivered,none,True,none
evt_003356,delivered,none,True,none
evt_003358,duplicate,duplicate_event,False,avoid_replay
evt_003359,delivered,none,True,none
evt_003360,recovered,rate_limited,False,exponential_backoff
evt_003361,recovered,customer_endpoint_down,False,retry_later
evt_003362,expired,endpoint_deleted,False,contact_customer
evt_003363,delivered,none,True,none
evt_003364,delivered,none,True,none
evt_003365,recovered,invalid_signature,False,rotate_signature
evt_003366,recovered,rate_limited,False,exponential_backoff
evt_003367,failed,payload_too_large,True,reduce_payload
evt_003368,recovered,none,False,monitor_endpoint
evt_003370,expired,endpoint_deleted,False,contact_customer
evt_003371,delivered,none,True,none
evt_003372,failed,payload_too_large,True,reduce_payload
evt_003373,failed,payload_too_large,True,reduce_payload
evt_003376,recovered,invalid_signature,False,rotate_signature
evt_003378,recovered,invalid_signature,False,rotate_signature
evt_003379,recovered,customer_endpoint_down,False,retry_later
evt_003380,delivered,none,True,none
evt_003382,recovered,rate_limited,False,exponential_backoff
evt_003383,delivered,none,True,none
evt_003384,delivered,none,True,none
evt_003385,recovered,rate_limited,False,exponential_backoff
evt_003387,delivered,none,True,none
evt_003388,recovered,rate_limited,False,exponential_backoff
evt_003389,delivered,none,True,none
evt_003391,recovered,none,False,monitor_endpoint
evt_003393,recovered,none,False,monitor_endpoint
evt_003394,delivered,none,True,none
evt_003396,duplicate,duplicate_event,False,avoid_replay
evt_003397,delivered,none,True,none
evt_003398,recovered,rate_limited,False,exponential_backoff
evt_003399,recovered,none,False,monitor_endpoint
evt_003400,recovered,customer_endpoint_down,False,retry_later
evt_003401,delivered,none,True,none
evt_003402,recovered,malformed_response,False,inspect_endpoint
evt_003403,delivered,none,True,none
evt_003404,recovered,none,False,monitor_endpoint
evt_003405,recovered,none,False,monitor_endpoint
evt_003406,failed,payload_too_large,True,reduce_payload
evt_003407,recovered,malformed_response,False,inspect_endpoint
evt_003408,recovered,none,False,monitor_endpoint
evt_003409,recovered,none,False,monitor_endpoint
evt_003410,failed,customer_endpoint_down,True,investigate_endpoint
evt_003411,delivered,none,True,none
evt_003412,delivered,none,True,none
evt_003413,recovered,none,False,monitor_endpoint
evt_003414,failed,payload_too_large,True,reduce_payload
evt_003415,recovered,invalid_signature,False,rotate_signature
evt_003416,delivered,none,True,none
evt_003417,recovered,rate_limited,False,exponential_backoff
evt_003419,recovered,rate_limited,False,exponential_backoff
evt_003422,recovered,invalid_signature,False,rotate_signature
evt_003423,recovered,malformed_response,False,inspect_endpoint
evt_003424,delivered,none,True,none
evt_003425,recovered,rate_limited,False,exponential_backoff
evt_003426,duplicate,duplicate_event,False,avoid_replay
evt_003427,delivered,none,True,none
evt_003429,delivered,none,True,none
evt_003430,failed,customer_endpoint_down,True,investigate_endpoint
evt_003432,recovered,customer_endpoint_down,False,retry_later
evt_003434,recovered,none,False,monitor_endpoint
evt_003435,recovered,none,False,monitor_endpoint
evt_003436,duplicate,duplicate_event,False,avoid_replay
evt_003438,recovered,rate_limited,False,exponential_backoff
evt_003439,duplicate,duplicate_event,False,avoid_replay
evt_003440,delivered,none,True,none
evt_003442,delivered,none,True,none
evt_003443,duplicate,duplicate_event,False,avoid_replay
evt_003444,delivered,none,True,none
evt_003446,recovered,invalid_signature,False,rotate_signature
evt_003448,delivered,none,True,none
evt_003449,delivered,none,True,none
evt_003450,recovered,invalid_signature,False,rotate_signature
evt_003451,failed,payload_too_large,True,reduce_payload
evt_003455,delivered,none,True,none
evt_003456,failed,payload_too_large,True,reduce_payload
evt_003458,recovered,none,False,monitor_endpoint
evt_003459,delivered,none,True,none
evt_003460,recovered,customer_endpoint_down,False,retry_later
evt_003461,recovered,rate_limited,False,exponential_backoff
evt_003462,delivered,none,True,none
evt_003464,recovered,rate_limited,False,exponential_backoff
evt_003465,duplicate,duplicate_event,False,avoid_replay
evt_003466,delivered,none,True,none
evt_003468,expired,endpoint_deleted,False,contact_customer
evt_003469,recovered,rate_limited,False,exponential_backoff
evt_003470,failed,payload_too_large,True,reduce_payload
evt_003471,recovered,customer_endpoint_down,False,retry_later
evt_003472,delivered,none,True,none
evt_003474,recovered,customer_endpoint_down,False,retry_later
evt_003475,delivered,none,True,none
evt_003476,recovered,none,False,monitor_endpoint
evt_003478,delivered,none,True,none
evt_003479,recovered,customer_endpoint_down,False,retry_later
evt_003480,recovered,invalid_signature,False,rotate_signature
evt_003481,delivered,none,True,none
evt_003482,recovered,malformed_response,False,inspect_endpoint
evt_003483,delivered,none,True,none
evt_003484,expired,endpoint_deleted,False,contact_customer
evt_003485,recovered,none,False,monitor_endpoint
evt_003486,failed,payload_too_large,True,reduce_payload
evt_003488,delivered,none,True,none
evt_003489,delivered,none,True,none
evt_003490,recovered,customer_endpoint_down,False,retry_later
evt_003492,recovered,none,False,monitor_endpoint
evt_003493,delivered,none,True,none
evt_003495,delivered,none,True,none
evt_003496,recovered,customer_endpoint_down,False,retry_later
evt_003498,recovered,malformed_response,False,inspect_endpoint
evt_003499,recovered,rate_limited,False,exponential_backoff
evt_003500,recovered,none,False,monitor_endpoint
evt_003501,recovered,invalid_signature,False,rotate_signature
evt_003502,failed,payload_too_large,True,reduce_payload
evt_003503,failed,customer_endpoint_down,True,investigate_endpoint
evt_003504,recovered,none,False,monitor_endpoint
evt_003505,recovered,rate_limited,False,exponential_backoff
evt_003506,delivered,none,True,none
evt_003509,recovered,none,False,monitor_endpoint
evt_003510,recovered,none,False,monitor_endpoint
evt_003513,recovered,rate_limited,False,exponential_backoff
evt_003514,delivered,none,True,none
evt_003515,delivered,none,True,none
evt_003516,recovered,malformed_response,False,inspect_endpoint
evt_003517,delivered,none,True,none
evt_003519,recovered,none,False,monitor_endpoint
evt_003520,recovered,none,False,monitor_endpoint
evt_003521,duplicate,duplicate_event,False,avoid_replay
evt_003522,delivered,none,True,none
evt_003523,failed,payload_too_large,True,reduce_payload
evt_003524,recovered,none,False,monitor_endpoint
evt_003525,recovered,malformed_response,False,inspect_endpoint
evt_003526,delivered,none,True,none
evt_003527,recovered,customer_endpoint_down,False,retry_later
evt_003528,recovered,rate_limited,False,exponential_backoff
evt_003529,delivered,none,True,none
evt_003530,recovered,malformed_response,False,inspect_endpoint
evt_003533,delivered,none,True,none
evt_003534,duplicate,duplicate_event,False,avoid_replay
evt_003535,delivered,none,True,none
evt_003536,expired,endpoint_deleted,False,contact_customer
evt_003537,delivered,none,True,none
evt_003538,duplicate,duplicate_event,False,avoid_replay
evt_003539,duplicate,duplicate_event,False,avoid_replay
evt_003540,recovered,none,False,monitor_endpoint
evt_003541,failed,payload_too_large,True,reduce_payload
evt_003542,recovered,none,False,monitor_endpoint
evt_003543,failed,payload_too_large,True,reduce_payload
evt_003544,delivered,none,True,none
evt_003545,failed,payload_too_large,True,reduce_payload
evt_003546,delivered,none,True,none
evt_003547,recovered,none,False,monitor_endpoint
evt_003548,recovered,none,False,monitor_endpoint
evt_003549,recovered,customer_endpoint_down,False,retry_later
evt_003551,recovered,rate_limited,False,exponential_backoff
evt_003552,delivered,none,True,none
evt_003553,failed,payload_too_large,True,reduce_payload
evt_003555,recovered,customer_endpoint_down,False,retry_later
evt_003556,recovered,none,False,monitor_endpoint
evt_003558,delivered,none,True,none
evt_003559,recovered,none,False,monitor_endpoint
evt_003560,failed,payload_too_large,True,reduce_payload
evt_003561,recovered,none,False,monitor_endpoint
evt_003563,delivered,none,True,none
evt_003564,recovered,none,False,monitor_endpoint
evt_003566,recovered,customer_endpoint_down,False,retry_later
evt_003567,delivered,none,True,none
evt_003568,delivered,none,True,none
evt_003570,recovered,customer_endpoint_down,False,retry_later
evt_003571,delivered,none,True,none
evt_003572,expired,endpoint_deleted,False,contact_customer
evt_003574,recovered,rate_limited,False,exponential_backoff
evt_003575,delivered,none,True,none
evt_003576,duplicate,duplicate_event,False,avoid_replay
evt_003577,recovered,customer_endpoint_down,False,retry_later
evt_003578,recovered,none,False,monitor_endpoint
evt_003579,recovered,customer_endpoint_down,False,retry_later
evt_003581,recovered,customer_endpoint_down,False,retry_later
evt_003583,duplicate,duplicate_event,False,avoid_replay
evt_003584,recovered,none,False,monitor_endpoint
evt_003586,delivered,none,True,none
evt_003587,duplicate,duplicate_event,False,avoid_replay
evt_003588,recovered,malformed_response,False,inspect_endpoint
evt_003589,recovered,none,False,monitor_endpoint
evt_003590,delivered,none,True,none
evt_003591,recovered,customer_endpoint_down,False,retry_later
evt_003593,recovered,rate_limited,False,exponential_backoff
evt_003594,delivered,none,True,none
evt_003596,delivered,none,True,none
evt_003598,delivered,none,True,none
evt_003600,recovered,none,False,monitor_endpoint
evt_003602,delivered,none,True,none
evt_003603,recovered,customer_endpoint_down,False,retry_later
evt_003604,recovered,none,False,monitor_endpoint
evt_003605,delivered,none,True,none
evt_003606,delivered,none,True,none
evt_003607,failed,payload_too_large,True,reduce_payload
evt_003608,recovered,none,False,monitor_endpoint
evt_003609,recovered,none,False,monitor_endpoint
evt_003610,recovered,none,False,monitor_endpoint
evt_003612,failed,payload_too_large,True,reduce_payload
evt_003613,recovered,customer_endpoint_down,False,retry_later
evt_003614,delivered,none,True,none
evt_003615,recovered,rate_limited,False,exponential_backoff
evt_003616,delivered,none,True,none
evt_003617,delivered,none,True,none
evt_003618,recovered,malformed_response,False,inspect_endpoint
evt_003619,recovered,customer_endpoint_down,False,retry_later
evt_003620,delivered,none,True,none
evt_003621,recovered,none,False,monitor_endpoint
evt_003622,delivered,none,True,none
evt_003623,delivered,none,True,none
evt_003624,delivered,none,True,none
evt_003625,recovered,customer_endpoint_down,False,retry_later
evt_003626,duplicate,duplicate_event,False,avoid_replay
evt_003627,recovered,customer_endpoint_down,False,retry_later
evt_003629,recovered,rate_limited,False,exponential_backoff
evt_003631,recovered,invalid_signature,False,rotate_signature
evt_003633,delivered,none,True,none
evt_003635,delivered,none,True,none
evt_003636,recovered,rate_limited,False,exponential_backoff
evt_003638,recovered,customer_endpoint_down,False,retry_later
evt_003640,recovered,customer_endpoint_down,False,retry_later
evt_003642,delivered,none,True,none
evt_003643,delivered,none,True,none
evt_003644,duplicate,duplicate_event,False,avoid_replay
evt_003646,recovered,invalid_signature,False,rotate_signature
evt_003647,failed,customer_endpoint_down,True,investigate_endpoint
evt_003648,delivered,none,True,none
evt_003649,recovered,customer_endpoint_down,False,retry_later
evt_003650,delivered,none,True,none
evt_003651,recovered,none,False,monitor_endpoint
evt_003652,recovered,invalid_signature,False,rotate_signature
evt_003653,delivered,none,True,none
evt_003654,duplicate,duplicate_event,False,avoid_replay
evt_003656,recovered,none,False,monitor_endpoint
evt_003657,delivered,none,True,none
evt_003658,recovered,rate_limited,False,exponential_backoff
evt_003659,delivered,none,True,none
evt_003660,recovered,invalid_signature,False,rotate_signature
evt_003661,recovered,rate_limited,False,exponential_backoff
evt_003662,recovered,rate_limited,False,exponential_backoff
evt_003663,delivered,none,True,none
evt_003664,recovered,none,False,monitor_endpoint
evt_003665,recovered,invalid_signature,False,rotate_signature
evt_003667,duplicate,duplicate_event,False,avoid_replay
evt_003668,delivered,none,True,none
evt_003669,delivered,none,True,none
evt_003670,delivered,none,True,none
evt_003671,recovered,rate_limited,False,exponential_backoff
evt_003672,duplicate,duplicate_event,False,avoid_replay
evt_003674,delivered,none,True,none
evt_003675,recovered,invalid_signature,False,rotate_signature
evt_003678,delivered,none,True,none
evt_003679,duplicate,duplicate_event,False,avoid_replay
evt_003680,failed,payload_too_large,True,reduce_payload
evt_003681,failed,payload_too_large,True,reduce_payload
evt_003682,delivered,none,True,none
evt_003683,recovered,customer_endpoint_down,False,retry_later
evt_003685,duplicate,duplicate_event,False,avoid_replay
evt_003686,failed,customer_endpoint_down,True,investigate_endpoint
evt_003687,failed,payload_too_large,True,reduce_payload
evt_003689,delivered,none,True,none
evt_003690,recovered,none,False,monitor_endpoint
evt_003691,recovered,customer_endpoint_down,False,retry_later
evt_003692,duplicate,duplicate_event,False,avoid_replay
evt_003693,recovered,customer_endpoint_down,False,retry_later
evt_003694,recovered,none,False,monitor_endpoint
evt_003695,recovered,customer_endpoint_down,False,retry_later
evt_003698,recovered,customer_endpoint_down,False,retry_later
evt_003699,delivered,none,True,none
evt_003700,recovered,invalid_signature,False,rotate_signature
evt_003701,recovered,none,False,monitor_endpoint
evt_003703,duplicate,duplicate_event,False,avoid_replay
evt_003704,recovered,customer_endpoint_down,False,retry_later
evt_003705,delivered,none,True,none
evt_003706,delivered,none,True,none
evt_003707,delivered,none,True,none
evt_003708,recovered,malformed_response,False,inspect_endpoint
evt_003709,failed,payload_too_large,True,reduce_payload
evt_003711,delivered,none,True,none
evt_003712,delivered,none,True,none
evt_003716,recovered,none,False,monitor_endpoint
evt_003718,recovered,malformed_response,False,inspect_endpoint
evt_003719,recovered,rate_limited,False,exponential_backoff
evt_003721,delivered,none,True,none
evt_003722,recovered,rate_limited,False,exponential_backoff
evt_003723,failed,customer_endpoint_down,True,investigate_endpoint
evt_003724,delivered,none,True,none
evt_003725,duplicate,duplicate_event,False,avoid_replay
evt_003728,recovered,none,False,monitor_endpoint
evt_003729,delivered,none,True,none
evt_003730,failed,customer_endpoint_down,True,investigate_endpoint
evt_003731,delivered,none,True,none
evt_003732,delivered,none,True,none
evt_003733,delivered,none,True,none
evt_003734,delivered,none,True,none
evt_003735,recovered,rate_limited,False,exponential_backoff
evt_003737,delivered,none,True,none
evt_003738,delivered,none,True,none
evt_003740,delivered,none,True,none
evt_003741,delivered,none,True,none
evt_003743,recovered,rate_limited,False,exponential_backoff
evt_003744,duplicate,duplicate_event,False,avoid_replay
evt_003746,recovered,none,False,monitor_endpoint
evt_003747,recovered,none,False,monitor_endpoint
evt_003748,expired,endpoint_deleted,False,contact_customer
evt_003750,failed,payload_too_large,True,reduce_payload
evt_003751,recovered,none,False,monitor_endpoint
evt_003752,delivered,none,True,none
evt_003753,delivered,none,True,none
evt_003754,recovered,none,False,monitor_endpoint
evt_003755,recovered,malformed_response,False,inspect_endpoint
evt_003756,failed,payload_too_large,True,reduce_payload
evt_003758,delivered,none,True,none
evt_003759,delivered,none,True,none
evt_003760,recovered,none,False,monitor_endpoint
evt_003762,delivered,none,True,none
evt_003765,delivered,none,True,none
evt_003766,failed,payload_too_large,True,reduce_payload
evt_003768,delivered,none,True,none
evt_003769,delivered,none,True,none
evt_003771,delivered,none,True,none
evt_003772,failed,payload_too_large,True,reduce_payload
evt_003773,failed,customer_endpoint_down,True,investigate_endpoint
evt_003774,failed,payload_too_large,True,reduce_payload
evt_003775,recovered,none,False,monitor_endpoint
evt_003777,delivered,none,True,none
evt_003778,delivered,none,True,none
evt_003780,delivered,none,True,none
evt_003781,delivered,none,True,none
evt_003782,failed,payload_too_large,True,reduce_payload
evt_003783,failed,customer_endpoint_down,True,investigate_endpoint
evt_003784,recovered,rate_limited,False,exponential_backoff
evt_003785,delivered,none,True,none
evt_003786,failed,customer_endpoint_down,True,investigate_endpoint
evt_003787,recovered,none,False,monitor_endpoint
evt_003788,delivered,none,True,none
evt_003790,duplicate,duplicate_event,False,avoid_replay
evt_003791,recovered,none,False,monitor_endpoint
evt_003792,recovered,invalid_signature,False,rotate_signature
evt_003793,delivered,none,True,none
evt_003794,recovered,rate_limited,False,exponential_backoff
evt_003795,recovered,none,False,monitor_endpoint
evt_003796,recovered,none,False,monitor_endpoint
evt_003797,recovered,customer_endpoint_down,False,retry_later
evt_003799,recovered,customer_endpoint_down,False,retry_later
evt_003800,delivered,none,True,none
evt_003801,delivered,none,True,none
evt_003802,delivered,none,True,none
evt_003803,delivered,none,True,none
evt_003804,delivered,none,True,none
evt_003805,delivered,none,True,none
evt_003806,delivered,none,True,none
evt_003807,recovered,invalid_signature,False,rotate_signature
evt_003808,recovered,customer_endpoint_down,False,retry_later
evt_003809,delivered,none,True,none
evt_003810,recovered,none,False,monitor_endpoint
evt_003812,recovered,none,False,monitor_endpoint
evt_003814,expired,endpoint_deleted,False,contact_customer
evt_003816,recovered,none,False,monitor_endpoint
evt_003817,recovered,rate_limited,False,exponential_backoff
evt_003818,recovered,rate_limited,False,exponential_backoff
evt_003820,recovered,rate_limited,False,exponential_backoff
evt_003821,recovered,none,False,monitor_endpoint
evt_003822,recovered,none,False,monitor_endpoint
evt_003823,delivered,none,True,none
evt_003824,recovered,customer_endpoint_down,False,retry_later
evt_003825,recovered,invalid_signature,False,rotate_signature
evt_003826,recovered,rate_limited,False,exponential_backoff
evt_003827,recovered,rate_limited,False,exponential_backoff
evt_003828,recovered,invalid_signature,False,rotate_signature
evt_003830,delivered,none,True,none
evt_003831,recovered,none,False,monitor_endpoint
evt_003832,recovered,rate_limited,False,exponential_backoff
evt_003833,delivered,none,True,none
evt_003834,recovered,rate_limited,False,exponential_backoff
evt_003835,recovered,malformed_response,False,inspect_endpoint
evt_003836,delivered,none,True,none
evt_003837,recovered,customer_endpoint_down,False,retry_later
evt_003838,recovered,customer_endpoint_down,False,retry_later
evt_003839,delivered,none,True,none
evt_003840,delivered,none,True,none
evt_003842,delivered,none,True,none
evt_003843,recovered,rate_limited,False,exponential_backoff
evt_003845,failed,payload_too_large,True,reduce_payload
evt_003847,recovered,none,False,monitor_endpoint
evt_003848,delivered,none,True,none
evt_003849,delivered,none,True,none
evt_003850,delivered,none,True,none
evt_003852,delivered,none,True,none
evt_003853,recovered,rate_limited,False,exponential_backoff
evt_003854,delivered,none,True,none
evt_003856,delivered,none,True,none
evt_003857,recovered,none,False,monitor_endpoint
evt_003858,failed,customer_endpoint_down,True,investigate_endpoint
evt_003859,recovered,rate_limited,False,exponential_backoff
evt_003860,delivered,none,True,none
evt_003861,failed,payload_too_large,True,reduce_payload
evt_003862,duplicate,duplicate_event,False,avoid_replay
evt_003863,recovered,rate_limited,False,exponential_backoff
evt_003865,recovered,malformed_response,False,inspect_endpoint
evt_003866,delivered,none,True,none
evt_003867,delivered,none,True,none
evt_003868,recovered,rate_limited,False,exponential_backoff
evt_003869,duplicate,duplicate_event,False,avoid_replay
evt_003870,delivered,none,True,none
evt_003871,delivered,none,True,none
evt_003872,recovered,customer_endpoint_down,False,retry_later
evt_003873,delivered,none,True,none
evt_003874,failed,payload_too_large,True,reduce_payload
evt_003876,delivered,none,True,none
evt_003878,recovered,invalid_signature,False,rotate_signature
evt_003879,recovered,rate_limited,False,exponential_backoff
evt_003880,recovered,rate_limited,False,exponential_backoff
evt_003881,failed,payload_too_large,True,reduce_payload
evt_003882,recovered,rate_limited,False,exponential_backoff
evt_003883,delivered,none,True,none
evt_003884,recovered,customer_endpoint_down,False,retry_later
evt_003885,delivered,none,True,none
evt_003886,recovered,invalid_signature,False,rotate_signature
evt_003887,duplicate,duplicate_event,False,avoid_replay
evt_003888,recovered,none,False,monitor_endpoint
evt_003889,delivered,none,True,none
evt_003890,recovered,malformed_response,False,inspect_endpoint
evt_003892,recovered,none,False,monitor_endpoint
evt_003893,delivered,none,True,none
evt_003894,duplicate,duplicate_event,False,avoid_replay
evt_003895,duplicate,duplicate_event,False,avoid_replay
evt_003896,failed,payload_too_large,True,reduce_payload
evt_003897,delivered,none,True,none
evt_003899,recovered,none,False,monitor_endpoint
evt_003900,delivered,none,True,none
evt_003902,recovered,customer_endpoint_down,False,retry_later
evt_003903,failed,payload_too_large,True,reduce_payload
evt_003904,delivered,none,True,none
evt_003905,recovered,none,False,monitor_endpoint
evt_003906,delivered,none,True,none
evt_003907,failed,customer_endpoint_down,True,investigate_endpoint
evt_003908,expired,endpoint_deleted,False,contact_customer
evt_003909,recovered,none,False,monitor_endpoint
evt_003910,delivered,none,True,none
evt_003911,recovered,customer_endpoint_down,False,retry_later
evt_003913,delivered,none,True,none
evt_003915,recovered,customer_endpoint_down,False,retry_later
evt_003916,recovered,rate_limited,False,exponential_backoff
evt_003917,recovered,none,False,monitor_endpoint
evt_003918,delivered,none,True,none
evt_003919,recovered,customer_endpoint_down,False,retry_later
evt_003920,recovered,rate_limited,False,exponential_backoff
evt_003921,failed,payload_too_large,True,reduce_payload
evt_003922,delivered,none,True,none
evt_003923,recovered,invalid_signature,False,rotate_signature
evt_003924,recovered,rate_limited,False,exponential_backoff
evt_003925,delivered,none,True,none
evt_003928,delivered,none,True,none
evt_003929,delivered,none,True,none
evt_003930,delivered,none,True,none
evt_003932,recovered,invalid_signature,False,rotate_signature
evt_003933,delivered,none,True,none
evt_003934,recovered,none,False,monitor_endpoint
evt_003935,recovered,customer_endpoint_down,False,retry_later
evt_003936,duplicate,duplicate_event,False,avoid_replay
evt_003937,duplicate,duplicate_event,False,avoid_replay
evt_003938,failed,customer_endpoint_down,True,investigate_endpoint
evt_003939,recovered,rate_limited,False,exponential_backoff
evt_003940,recovered,none,False,monitor_endpoint
evt_003941,recovered,none,False,monitor_endpoint
evt_003942,delivered,none,True,none
evt_003943,duplicate,duplicate_event,False,avoid_replay
evt_003945,recovered,rate_limited,False,exponential_backoff
evt_003946,recovered,rate_limited,False,exponential_backoff
evt_003947,delivered,none,True,none
evt_003948,delivered,none,True,none
evt_003949,duplicate,duplicate_event,False,avoid_replay
evt_003950,recovered,customer_endpoint_down,False,retry_later
evt_003951,duplicate,duplicate_event,False,avoid_replay
evt_003952,recovered,invalid_signature,False,rotate_signature
evt_003953,delivered,none,True,none
evt_003955,duplicate,duplicate_event,False,avoid_replay
evt_003956,delivered,none,True,none
evt_003957,recovered,customer_endpoint_down,False,retry_later
evt_003958,recovered,none,False,monitor_endpoint
evt_003959,failed,payload_too_large,True,reduce_payload
evt_003960,delivered,none,True,none
evt_003961,recovered,invalid_signature,False,rotate_signature
evt_003962,duplicate,duplicate_event,False,avoid_replay
evt_003963,recovered,invalid_signature,False,rotate_signature
evt_003964,duplicate,duplicate_event,False,avoid_replay
evt_003965,delivered,none,True,none
evt_003966,recovered,rate_limited,False,exponential_backoff
evt_003967,recovered,none,False,monitor_endpoint
evt_003968,recovered,none,False,monitor_endpoint
evt_003969,delivered,none,True,none
evt_003970,recovered,customer_endpoint_down,False,retry_later
evt_003971,recovered,rate_limited,False,exponential_backoff
evt_003972,recovered,rate_limited,False,exponential_backoff
evt_003974,failed,payload_too_large,True,reduce_payload
evt_003976,recovered,rate_limited,False,exponential_backoff
evt_003977,delivered,none,True,none
evt_003978,recovered,rate_limited,False,exponential_backoff
evt_003979,failed,customer_endpoint_down,True,investigate_endpoint
evt_003980,recovered,none,False,monitor_endpoint
evt_003981,recovered,none,False,monitor_endpoint
evt_003982,delivered,none,True,none
evt_003983,delivered,none,True,none
evt_003984,failed,customer_endpoint_down,True,investigate_endpoint
evt_003985,delivered,none,True,none
evt_003986,recovered,none,False,monitor_endpoint
evt_003987,recovered,none,False,monitor_endpoint
evt_003989,recovered,rate_limited,False,exponential_backoff
evt_003990,recovered,invalid_signature,False,rotate_signature
evt_003991,failed,customer_endpoint_down,True,investigate_endpoint
evt_003992,recovered,none,False,monitor_endpoint
evt_003993,delivered,none,True,none
evt_003995,recovered,none,False,monitor_endpoint
evt_003996,delivered,none,True,none
evt_003997,recovered,malformed_response,False,inspect_endpoint
evt_003998,recovered,none,False,monitor_endpoint
evt_004000,recovered,invalid_signature,False,rotate_signature
evt_004002,recovered,invalid_signature,False,rotate_signature
evt_004003,recovered,invalid_signature,False,rotate_signature
evt_004004,expired,endpoint_deleted,False,contact_customer
evt_004005,delivered,none,True,none
evt_004006,recovered,invalid_signature,False,rotate_signature
evt_004007,recovered,malformed_response,False,inspect_endpoint
evt_004008,delivered,none,True,none
evt_004009,recovered,customer_endpoint_down,False,retry_later
evt_004010,recovered,customer_endpoint_down,False,retry_later
evt_004011,failed,customer_endpoint_down,True,investigate_endpoint
evt_004012,delivered,none,True,none
evt_004013,recovered,none,False,monitor_endpoint
