event_id,replayed_at,replay_result,duplicate_detected,manually_triggered
evt_003592,2026-03-15 04:51:01.329289,duplicate_processed,False,True
evt_003593,2026-03-27 16:00:30.329305,duplicate_processed,False,False
evt_003596,2026-01-24 22:17:20.329351,failed,False,False
evt_003598,2026-05-02 15:20:06.329380,failed,False,True
evt_003604,2026-02-21 23:07:57.329470,unsafe,False,True
evt_003610,2026-04-03 14:37:37.329584,duplicate_processed,False,True
evt_003612,2026-03-20 10:33:02.329614,failed,False,True
evt_003634,2026-05-04 06:22:40.329976,recovered,False,True
evt_003654,2026-02-03 18:38:20.330290,duplicate_processed,True,False
evt_003657,2026-01-19 01:15:54.330339,recovered,False,False
evt_003658,2026-04-28 02:39:25.330354,unsafe,False,True
evt_003665,2026-03-29 22:19:54.330464,unsafe,False,True
evt_003666,2026-04-25 14:43:17.330479,recovered,False,True
evt_003677,2026-03-03 15:28:04.330671,success,False,True
evt_003678,2026-02-02 20:05:00.330686,recovered,False,False
evt_003681,2026-05-09 11:44:44.330731,success,False,True
evt_003686,2026-03-05 06:34:23.330811,failed,False,False
evt_003690,2026-04-13 09:30:45.330874,unsafe,False,True
evt_003691,2026-02-04 10:13:45.330889,unsafe,False,True
evt_003692,2026-01-22 13:33:24.330905,duplicate_processed,True,True
evt_003695,2026-01-22 14:33:06.330950,duplicate_processed,False,False
evt_003706,2026-03-01 10:13:19.331121,failed,False,True
evt_003707,2026-05-14 02:55:43.331136,failed,False,True
evt_003710,2026-04-07 21:58:04.331181,unsafe,True,False
evt_003717,2026-05-06 11:34:10.331285,failed,False,False
evt_003724,2026-05-07 14:03:24.331397,success,False,False
evt_003726,2026-03-24 10:31:43.331428,failed,False,True
evt_003727,2026-03-29 18:31:37.331443,failed,False,False
evt_003731,2026-01-19 15:51:32.331506,recovered,False,False
evt_003739,2026-05-11 03:07:29.331654,recovered,False,True
evt_003740,2026-02-08 07:01:15.331669,recovered,False,False
evt_003743,2026-01-23 22:00:17.331721,duplicate_processed,False,True
evt_003747,2026-03-12 00:33:53.331782,unsafe,False,True
evt_003748,2026-04-16 21:03:30.331796,unsafe,False,True
evt_003751,2026-02-14 13:33:42.331841,duplicate_processed,False,False
evt_003752,2026-05-10 10:06:13.331860,success,False,False
evt_003753,2026-02-23 06:22:16.331875,success,False,False
evt_003757,2026-01-21 20:05:20.331938,duplicate_processed,False,True
evt_003766,2026-03-24 15:19:56.332076,failed,False,False
evt_003772,2026-04-09 11:05:04.332170,failed,False,False
evt_003775,2026-02-09 00:35:21.332215,unsafe,False,False
evt_003776,2026-02-26 04:19:08.332230,success,False,True
evt_003777,2026-02-16 22:44:45.332245,failed,False,False
evt_003779,2026-02-20 23:57:29.332278,duplicate_processed,False,False
evt_003781,2026-04-06 09:50:41.332311,recovered,False,False
evt_003782,2026-02-11 01:11:08.332327,failed,False,True
evt_003784,2026-01-20 18:00:10.332360,duplicate_processed,False,True
evt_003785,2026-02-17 04:24:53.332375,failed,False,False
evt_003788,2026-03-31 05:47:30.332420,failed,False,False
evt_003792,2026-04-22 03:29:45.332480,duplicate_processed,False,False
evt_003799,2026-03-29 12:09:50.332609,unsafe,False,True
evt_003813,2026-05-13 21:48:20.332823,unsafe,False,True
evt_003815,2026-05-09 01:47:17.332856,success,False,False
evt_003816,2026-05-03 12:19:20.332872,unsafe,False,False
evt_003817,2026-05-08 20:30:28.332889,unsafe,False,True
evt_003831,2026-05-12 10:18:14.333110,duplicate_processed,False,False
evt_003833,2026-05-06 13:54:33.333142,recovered,False,True
evt_003839,2026-05-07 21:46:24.333237,recovered,False,True
evt_003849,2026-02-28 00:17:30.333393,failed,False,False
evt_003857,2026-05-07 18:20:44.333513,duplicate_processed,False,False
evt_003862,2026-05-13 18:23:47.333613,unsafe,True,True
evt_003866,2026-03-21 19:01:33.333676,failed,False,True
evt_003867,2026-05-02 07:01:26.333691,failed,False,True
evt_003871,2026-01-21 23:53:39.333751,failed,False,True
evt_003872,2026-04-07 12:59:08.333766,duplicate_processed,False,True
evt_003873,2026-04-04 09:36:16.333781,success,False,False
evt_003876,2026-01-28 02:15:33.333826,failed,False,False
evt_003879,2026-01-29 07:22:38.333878,unsafe,False,True
evt_003880,2026-03-30 13:26:28.333893,duplicate_processed,False,True
evt_003889,2026-04-11 03:06:07.334031,success,False,True
evt_003893,2026-04-22 14:17:06.334091,failed,False,False
evt_003896,2026-01-20 04:51:51.334140,recovered,False,True
evt_003906,2026-03-24 15:34:35.334300,recovered,False,True
evt_003916,2026-03-27 22:47:02.334456,duplicate_processed,False,True
evt_003919,2026-02-21 11:23:42.334504,duplicate_processed,False,False
evt_003924,2026-01-21 00:55:10.334596,unsafe,False,True
evt_003927,2026-04-01 07:09:15.334645,success,False,True
evt_003933,2026-02-02 23:12:29.334740,recovered,False,True
evt_003943,2026-01-24 15:25:04.334899,duplicate_processed,True,True
evt_003944,2026-03-02 16:30:46.334914,duplicate_processed,False,False
evt_003947,2026-02-08 16:59:07.334959,success,False,False
evt_003948,2026-05-03 18:24:56.334974,failed,False,False
evt_003949,2026-01-19 23:09:02.334989,unsafe,True,False
evt_003958,2026-02-14 01:12:41.335128,unsafe,False,False
evt_003960,2026-02-28 09:58:01.335162,success,False,True
evt_003963,2026-04-05 14:01:13.335207,duplicate_processed,False,True
evt_003969,2026-02-05 03:51:40.335296,recovered,False,True
evt_003971,2026-05-03 08:03:40.335326,duplicate_processed,False,False
evt_003973,2026-05-07 19:35:13.335356,success,False,False
evt_003984,2026-04-26 19:46:41.335550,failed,False,False
evt_003986,2026-04-19 04:04:51.335580,unsafe,False,False
evt_003993,2026-05-12 23:22:37.335721,success,False,False
evt_004001,2026-01-18 16:04:47.335849,unsafe,False,False
evt_004013,2026-01-22 07:34:44.336034,unsafe,False,False
evt_004015,2026-03-21 05:21:51.336067,recovered,False,True
evt_004030,2026-03-15 13:10:32.336295,failed,False,True
evt_004032,2026-04-29 20:40:01.336325,failed,False,False
evt_004033,2026-01-24 07:29:19.336340,duplicate_processed,False,False
evt_004036,2026-05-13 03:59:45.336395,failed,False,False
evt_004041,2026-02-21 21:15:21.336477,duplicate_processed,False,True
evt_004042,2026-01-18 22:36:09.336492,recovered,False,True
evt_004047,2026-03-03 00:34:22.336589,duplicate_processed,False,False
evt_004048,2026-03-13 14:39:31.336604,failed,False,True
evt_004052,2026-04-16 10:59:14.336665,recovered,False,True
evt_004060,2026-03-17 23:52:13.336791,failed,False,True
evt_004061,2026-02-27 23:02:15.336806,failed,False,False
evt_004062,2026-03-15 23:45:51.336821,duplicate_processed,False,True
evt_004063,2026-03-26 23:31:47.336836,duplicate_processed,False,False
evt_004064,2026-02-26 00:39:15.336850,duplicate_processed,False,False
evt_004068,2026-05-13 14:32:03.336910,duplicate_processed,False,False
evt_004071,2026-02-24 01:46:23.336958,recovered,False,True
evt_004078,2026-05-12 14:06:18.337069,duplicate_processed,False,True
evt_004081,2026-03-08 08:25:43.337114,failed,False,False
evt_004082,2026-05-09 00:10:06.337129,success,False,False
evt_004085,2026-03-25 05:12:27.337179,failed,False,False
evt_004090,2026-05-06 00:37:17.337258,unsafe,False,True
evt_004097,2026-01-19 23:12:30.337366,unsafe,False,True
evt_004099,2026-02-26 21:28:51.337396,failed,False,False
evt_004103,2026-03-05 16:41:04.337461,unsafe,False,True
evt_004106,2026-05-08 10:32:01.337506,success,False,True
evt_004107,2026-04-19 01:46:18.337547,success,False,False
evt_004114,2026-05-01 07:19:35.337662,unsafe,False,True
evt_004120,2026-05-01 04:06:49.337755,failed,False,False
evt_004121,2026-04-12 06:44:55.337770,duplicate_processed,False,False
evt_004122,2026-05-13 19:56:55.337786,unsafe,True,False
evt_004130,2026-02-20 23:30:08.337906,recovered,False,False
evt_004131,2026-04-09 08:56:43.337921,duplicate_processed,False,True
evt_004132,2026-03-24 11:53:09.337939,unsafe,False,True
evt_004137,2026-04-06 23:50:07.338021,failed,False,False
evt_004142,2026-02-08 03:47:38.338096,failed,False,False
evt_004144,2026-01-25 15:01:05.338126,unsafe,False,False
evt_004148,2026-03-26 02:39:23.338186,recovered,False,False
evt_004155,2026-04-18 06:45:49.338300,duplicate_processed,False,True
evt_004156,2026-03-01 03:31:10.338315,unsafe,False,False
evt_004170,2026-05-11 23:50:57.338554,unsafe,False,True
evt_004172,2026-02-25 21:39:30.338590,unsafe,True,False
evt_004175,2026-01-28 00:25:29.338635,recovered,False,True
evt_004178,2026-01-29 00:54:11.338680,duplicate_processed,False,True
evt_004185,2026-02-04 04:56:13.338788,duplicate_processed,False,False
evt_004187,2026-03-31 08:57:30.338821,success,False,False
evt_004193,2026-02-14 12:21:06.338914,unsafe,False,False
evt_004194,2026-02-12 15:49:36.338928,unsafe,False,True
evt_004197,2026-01-19 19:12:36.338973,recovered,False,False
evt_004202,2026-02-13 07:50:30.339051,duplicate_processed,False,True
evt_004206,2026-05-02 12:03:49.339111,failed,False,True
evt_004216,2026-04-03 14:36:33.339268,success,False,False
evt_004218,2026-03-10 14:49:19.339298,recovered,False,True
evt_004224,2026-02-28 05:14:32.339389,unsafe,False,True
evt_004228,2026-02-10 09:38:07.339449,unsafe,False,False
evt_004230,2026-02-16 05:55:23.339484,duplicate_processed,False,False
evt_004234,2026-05-02 07:52:16.339564,duplicate_processed,True,False
evt_004236,2026-01-25 23:00:14.339594,duplicate_processed,False,True
evt_004237,2026-05-10 21:21:29.339609,unsafe,False,False
evt_004239,2026-02-02 13:20:45.339645,recovered,False,True
evt_004240,2026-02-03 14:01:45.339661,failed,False,False
evt_004241,2026-03-09 05:20:20.339677,recovered,False,False
evt_004243,2026-01-19 23:59:17.339711,unsafe,True,True
evt_004244,2026-03-12 02:08:12.339729,unsafe,False,True
evt_004247,2026-01-28 07:15:56.339782,duplicate_processed,False,False
evt_004250,2026-04-13 16:36:13.339833,duplicate_processed,False,False
evt_004262,2026-02-03 07:01:36.340031,failed,False,True
evt_004265,2026-04-11 03:40:18.340077,duplicate_processed,False,True
evt_004272,2026-02-26 06:43:29.340187,duplicate_processed,False,False
evt_004275,2026-02-05 03:56:28.340232,unsafe,False,False
evt_004286,2026-03-31 15:20:28.340407,duplicate_processed,False,True
evt_004287,2026-03-24 09:09:23.340423,failed,False,False
evt_004291,2026-05-17 05:31:06.340492,duplicate_processed,False,True
evt_004292,2026-04-29 13:54:25.340507,duplicate_processed,False,False
evt_004296,2026-05-02 04:03:34.340593,unsafe,False,True
evt_004300,2026-02-21 23:55:59.340654,success,False,True
evt_004305,2026-05-03 16:26:27.340728,duplicate_processed,False,True
evt_004308,2026-03-06 00:26:15.340776,recovered,False,False
evt_004311,2026-04-02 02:45:51.340824,failed,False,False
evt_004317,2026-02-18 14:38:53.340914,success,False,True
evt_004318,2026-04-29 02:01:50.340929,failed,False,True
evt_004326,2026-01-19 16:03:14.341052,duplicate_processed,False,False
evt_004330,2026-02-23 11:40:50.341118,recovered,False,False
evt_004333,2026-04-20 00:22:35.341162,failed,False,True
evt_004334,2026-03-28 02:15:48.341177,unsafe,True,False
evt_004335,2026-05-10 15:32:35.341192,failed,False,True
evt_004339,2026-01-27 06:20:17.341252,duplicate_processed,False,True
evt_004347,2026-05-04 15:59:07.341384,duplicate_processed,False,True
evt_004348,2026-03-05 11:24:07.341399,duplicate_processed,False,False
evt_004353,2026-04-18 20:37:08.341473,unsafe,False,True
evt_004362,2026-03-28 15:02:00.341630,failed,False,True
evt_004375,2026-02-26 00:10:19.341830,failed,False,True
evt_004376,2026-04-19 05:18:03.341845,duplicate_processed,False,False
evt_004386,2026-03-20 19:46:18.341999,unsafe,False,False
evt_004389,2026-01-21 21:35:35.342047,failed,False,True
evt_004391,2026-02-11 17:40:17.342080,failed,False,False
evt_004393,2026-02-07 03:42:26.342110,recovered,False,True
evt_004398,2026-02-07 01:38:06.342185,recovered,False,True
evt_004402,2026-04-04 23:07:58.342244,unsafe,False,False
evt_004404,2026-01-21 04:19:17.342274,failed,False,True
evt_004406,2026-01-19 05:05:31.342310,unsafe,False,True
evt_004422,2026-05-03 12:00:35.342576,duplicate_processed,False,True
evt_004425,2026-05-06 23:42:05.342625,unsafe,False,True
evt_004432,2026-03-22 11:15:01.342729,recovered,False,True
evt_004439,2026-05-06 23:37:25.342836,unsafe,False,False
evt_004441,2026-03-11 01:09:54.342866,recovered,False,False
evt_004445,2026-04-16 04:09:32.342936,unsafe,False,False
evt_004451,2026-03-20 08:43:43.343026,duplicate_processed,False,False
evt_004452,2026-03-07 13:46:21.343041,duplicate_processed,False,False
evt_004459,2026-02-06 10:09:07.343149,duplicate_processed,False,True
evt_004472,2026-03-28 23:39:20.343350,duplicate_processed,False,False
evt_004476,2026-02-19 18:33:07.343410,duplicate_processed,False,False
evt_004482,2026-02-22 00:03:06.343500,recovered,False,True
evt_004493,2026-01-18 22:01:51.343699,duplicate_processed,False,False
evt_004494,2026-02-13 10:40:08.343714,unsafe,False,True
evt_004497,2026-03-13 06:28:44.343761,recovered,False,True
evt_004507,2026-01-23 10:11:01.343917,duplicate_processed,False,False
evt_004512,2026-02-21 03:32:19.343996,success,False,False
evt_004517,2026-03-27 04:54:44.344073,duplicate_processed,False,True
evt_004518,2026-03-02 04:34:00.344088,unsafe,False,True
evt_004526,2026-03-08 08:13:46.344210,success,False,False
evt_004527,2026-04-06 20:15:29.344225,recovered,False,True
evt_004530,2026-03-26 05:23:27.344269,recovered,False,False
evt_004531,2026-04-17 15:52:44.344284,failed,False,True
evt_004533,2026-01-29 21:36:50.344317,unsafe,False,False
evt_004537,2026-03-18 12:30:28.344377,success,False,False
evt_004556,2026-02-25 15:00:06.344787,unsafe,False,False
evt_004568,2026-04-09 01:01:17.344979,duplicate_processed,False,True
evt_004576,2026-03-11 10:08:24.345126,success,False,False
evt_004577,2026-04-29 14:43:50.345154,duplicate_processed,False,True
evt_004579,2026-05-09 14:08:47.345186,success,False,False
evt_004582,2026-04-07 06:09:08.345239,recovered,False,True
evt_004585,2026-05-13 05:29:46.345310,recovered,False,False
evt_004586,2026-03-15 19:55:49.345325,unsafe,False,True
evt_004588,2026-04-26 02:54:13.345356,recovered,False,True
evt_004589,2026-02-22 08:30:31.345371,success,False,False
evt_004592,2026-02-19 03:53:21.345415,failed,False,False
evt_004594,2026-02-10 13:24:40.345446,unsafe,False,True
evt_004600,2026-02-16 23:12:15.345569,recovered,False,False
evt_004602,2026-04-16 04:18:13.345600,duplicate_processed,False,False
evt_004606,2026-03-19 14:51:54.345659,success,False,False
evt_004616,2026-04-29 12:53:21.345812,duplicate_processed,True,False
evt_004626,2026-04-19 03:13:24.345967,unsafe,False,True
evt_004632,2026-02-16 20:11:34.346060,failed,False,False
evt_004635,2026-01-30 01:31:25.346104,duplicate_processed,False,False
evt_004636,2026-03-01 13:24:04.346118,unsafe,False,False
evt_004640,2026-04-12 01:55:04.346183,failed,False,False
evt_004641,2026-02-16 14:31:45.346198,duplicate_processed,False,False
evt_004642,2026-03-17 00:43:49.346212,duplicate_processed,False,False
evt_004644,2026-03-02 16:40:41.346245,success,False,True
evt_004650,2026-04-13 13:32:22.346347,unsafe,False,True
evt_004652,2026-03-13 22:49:10.346377,unsafe,False,False
evt_004653,2026-03-18 11:52:26.346392,duplicate_processed,False,True
evt_004654,2026-03-01 14:50:13.346407,recovered,False,True
evt_004657,2026-03-26 08:14:41.346452,recovered,False,True
evt_004661,2026-02-21 19:02:53.346536,unsafe,False,False
evt_004662,2026-04-14 12:38:54.346554,duplicate_processed,False,False
evt_004663,2026-04-22 06:03:49.346569,recovered,False,False
evt_004666,2026-05-14 22:08:22.346614,duplicate_processed,False,True
evt_004667,2026-05-05 16:03:09.346636,duplicate_processed,False,False
evt_004668,2026-03-05 10:15:15.346651,recovered,False,False
evt_004674,2026-04-05 14:11:55.346741,duplicate_processed,False,True
evt_004675,2026-01-26 20:09:53.346756,duplicate_processed,False,False
evt_004687,2026-02-25 13:49:39.346944,failed,False,False
evt_004689,2026-04-10 14:04:48.346974,duplicate_processed,False,True
evt_004703,2026-01-28 21:46:34.347224,failed,False,False
evt_004715,2026-01-20 04:49:41.347409,unsafe,True,False
evt_004716,2026-02-18 02:20:58.347424,failed,False,False
evt_004722,2026-02-11 23:03:02.347535,unsafe,False,False
evt_004723,2026-04-22 03:12:59.347554,recovered,False,True
evt_004728,2026-05-13 20:57:07.347634,failed,False,True
evt_004730,2026-04-03 22:03:16.347664,unsafe,False,False
evt_004732,2026-03-19 19:02:48.347693,duplicate_processed,False,False
evt_004733,2026-04-06 21:04:55.347708,success,False,False
evt_004734,2026-05-03 05:42:25.347723,success,False,True
evt_004735,2026-02-15 13:38:17.347738,duplicate_processed,False,False
evt_004743,2026-03-31 01:10:55.347865,success,False,True
evt_004747,2026-04-30 06:10:05.347924,success,False,False
evt_004748,2026-04-06 03:20:53.347942,success,False,True
evt_004752,2026-02-22 15:31:31.348011,recovered,False,False
evt_004755,2026-01-21 12:53:47.348056,success,False,True
evt_004756,2026-02-23 10:42:09.348077,failed,False,False
evt_004759,2026-02-11 23:18:28.348123,success,False,True
evt_004764,2026-05-09 12:04:33.348198,duplicate_processed,False,True
evt_004767,2026-04-23 08:57:37.348242,recovered,False,False
evt_004769,2026-03-21 00:51:12.348271,unsafe,False,False
evt_004772,2026-02-25 14:43:35.348319,duplicate_processed,False,False
evt_004774,2026-02-15 11:49:30.348349,duplicate_processed,True,False
evt_004775,2026-02-15 09:33:21.348368,recovered,False,False
evt_004776,2026-03-01 13:13:31.348383,failed,False,True
evt_004779,2026-01-17 12:03:32.348428,failed,False,False
evt_004783,2026-01-28 05:27:34.348489,recovered,False,True
evt_004784,2026-04-10 22:47:16.348504,duplicate_processed,True,False
evt_004785,2026-04-11 01:50:20.348534,duplicate_processed,False,True
evt_004786,2026-04-11 14:35:56.348551,unsafe,False,False
evt_004790,2026-04-22 02:21:02.348616,unsafe,True,True
evt_004792,2026-05-09 15:21:21.348646,recovered,False,False
evt_004805,2026-02-18 10:56:04.348852,unsafe,False,False
evt_004806,2026-04-21 21:13:04.348867,failed,False,False
evt_004808,2026-05-02 20:24:55.348897,failed,False,True
evt_004812,2026-05-08 20:12:02.348956,failed,False,True
evt_004813,2026-04-02 14:48:42.348971,recovered,False,False
evt_004814,2026-04-13 16:00:58.348989,duplicate_processed,False,False
evt_004817,2026-05-02 04:22:50.349035,recovered,False,True
evt_004821,2026-04-04 09:32:59.349097,failed,False,False
evt_004844,2026-04-23 20:22:17.349449,success,False,False
evt_004846,2026-03-06 04:38:52.349479,unsafe,False,True
evt_004849,2026-01-25 19:11:56.349539,unsafe,True,True
evt_004852,2026-03-20 00:15:40.349597,recovered,False,True
evt_004853,2026-04-11 20:41:13.349615,success,False,False
evt_004862,2026-03-13 10:37:04.349751,recovered,False,True
evt_004868,2026-05-07 16:25:41.349849,recovered,False,False
evt_004873,2026-01-24 06:17:44.349929,success,False,False
evt_004874,2026-03-11 19:57:43.349945,failed,False,True
evt_004880,2026-02-26 11:00:00.350034,failed,False,True
evt_004881,2026-03-20 23:59:01.350049,success,False,True
evt_004882,2026-03-30 13:19:04.350064,unsafe,True,True
evt_004885,2026-01-21 20:00:36.350112,duplicate_processed,False,True
evt_004886,2026-04-04 06:26:00.350127,recovered,False,False
evt_004888,2026-05-14 03:27:55.350157,duplicate_processed,False,False
evt_004891,2026-02-04 16:52:24.350202,failed,False,True
evt_004894,2026-02-12 03:33:28.350250,failed,False,True
evt_004899,2026-04-16 21:37:01.350328,failed,False,True
evt_004900,2026-03-01 14:30:47.350344,duplicate_processed,False,False
evt_004906,2026-03-01 13:14:49.350436,duplicate_processed,False,True
evt_004912,2026-04-04 15:49:59.350561,recovered,False,True
evt_004919,2026-03-16 07:21:35.350682,duplicate_processed,True,False
evt_004931,2026-03-08 05:30:43.350877,recovered,False,False
evt_004938,2026-04-21 08:17:36.350983,unsafe,False,False
evt_004939,2026-03-07 08:54:59.350998,recovered,False,False
evt_004941,2026-02-10 08:08:30.351027,unsafe,False,True
evt_004942,2026-02-25 13:02:46.351043,duplicate_processed,False,False
evt_004954,2026-03-11 12:30:11.351236,unsafe,False,False
evt_004958,2026-01-27 04:59:12.351295,duplicate_processed,False,False
evt_004969,2026-03-04 05:35:32.351463,recovered,False,True
evt_004977,2026-01-29 15:28:18.351605,duplicate_processed,False,True
evt_004979,2026-01-30 02:13:53.351639,recovered,False,False
evt_004986,2026-02-01 06:10:18.351744,unsafe,False,False
evt_004988,2026-01-28 06:31:53.351774,unsafe,False,True
evt_004996,2026-03-03 13:24:00.351902,failed,False,False
evt_004999,2026-01-31 10:51:38.351946,failed,False,True
evt_005000,2026-02-26 15:13:59.351961,recovered,False,False
evt_005003,2026-04-08 00:28:30.352014,recovered,False,False
evt_005004,2026-02-22 04:50:21.352030,unsafe,False,True
evt_005006,2026-05-11 01:50:27.352060,failed,False,False
evt_005017,2026-04-06 11:11:08.352233,success,False,False
evt_005026,2026-03-21 07:42:56.352368,duplicate_processed,False,True
evt_005031,2026-01-31 16:15:44.352449,recovered,False,True
evt_005033,2026-02-23 16:45:00.352479,success,False,False
evt_005035,2026-04-19 09:21:34.352508,success,False,True
evt_005038,2026-04-02 05:16:37.352577,unsafe,False,False
evt_005041,2026-03-13 06:44:30.352628,duplicate_processed,False,True
evt_005044,2026-04-16 05:57:06.352679,unsafe,False,False
evt_005066,2026-02-13 15:42:33.353028,unsafe,False,False
evt_005073,2026-04-23 01:04:26.353137,recovered,False,False
evt_005076,2026-01-17 11:01:46.353185,unsafe,False,True
evt_005080,2026-04-19 16:16:32.353245,unsafe,True,False
evt_005085,2026-03-13 08:15:47.353320,recovered,False,False
evt_005086,2026-03-22 18:28:02.353335,unsafe,True,False
evt_005090,2026-01-18 01:42:00.353402,unsafe,False,False
evt_005091,2026-01-31 00:02:43.353418,unsafe,False,False
evt_005095,2026-03-25 10:49:01.353481,failed,False,False
evt_005098,2026-04-02 20:57:42.353543,duplicate_processed,False,False
evt_005100,2026-01-22 13:48:03.353573,success,False,True
evt_005109,2026-02-14 14:20:57.353719,failed,False,True
evt_005110,2026-03-14 05:13:42.353733,recovered,False,False
evt_005111,2026-04-28 16:09:51.353748,failed,False,False
evt_005113,2026-05-05 02:07:12.353778,success,False,False
evt_005116,2026-03-19 11:14:56.353822,unsafe,False,True
evt_005120,2026-04-16 14:04:57.353882,duplicate_processed,False,False
evt_005123,2026-03-15 23:54:46.353931,failed,False,True
evt_005130,2026-02-08 08:30:44.354039,recovered,False,False
evt_005137,2026-01-27 08:24:29.354143,unsafe,False,False
evt_005140,2026-04-15 03:38:33.354191,duplicate_processed,False,True
evt_005141,2026-02-03 02:44:02.354206,failed,False,True
evt_005150,2026-02-01 17:45:22.354343,success,False,True
evt_005152,2026-02-06 14:13:34.354373,duplicate_processed,False,False
evt_005162,2026-03-16 06:20:20.354556,unsafe,False,False
evt_005164,2026-02-20 13:24:21.354587,unsafe,False,False
evt_005171,2026-02-28 07:18:45.354699,failed,False,False
evt_005173,2026-02-23 00:45:19.354729,unsafe,False,True
evt_005175,2026-03-12 07:59:56.354759,duplicate_processed,False,True
evt_005176,2026-03-28 00:38:00.354774,duplicate_processed,False,False
evt_005178,2026-01-17 13:28:41.354808,unsafe,False,True
evt_005185,2026-04-09 14:47:56.354926,duplicate_processed,False,False
evt_005191,2026-04-03 04:05:22.355032,recovered,False,False
evt_005192,2026-01-23 00:48:19.355048,success,False,True
evt_005203,2026-04-19 21:46:42.355228,unsafe,False,False
evt_005208,2026-04-10 03:26:17.355318,duplicate_processed,False,False
evt_005210,2026-04-22 23:25:22.355350,success,False,True
evt_005212,2026-03-29 18:05:09.355381,unsafe,False,False
evt_005215,2026-05-08 20:20:30.355430,success,False,False
evt_005216,2026-03-17 07:16:11.355446,duplicate_processed,False,False
evt_005218,2026-05-01 04:33:20.355484,duplicate_processed,True,True
evt_005221,2026-03-21 03:11:15.355565,duplicate_processed,False,True
evt_005224,2026-03-30 03:57:36.355622,recovered,False,False
evt_005234,2026-04-13 05:47:49.355798,unsafe,False,False
evt_005236,2026-04-10 17:34:01.355829,success,False,False
evt_005246,2026-03-12 00:19:43.355989,duplicate_processed,False,False
evt_005250,2026-02-07 12:01:18.356070,failed,False,False
evt_005255,2026-03-24 15:20:34.356156,unsafe,False,True
evt_005258,2026-01-26 20:28:00.356206,duplicate_processed,False,False
evt_005270,2026-03-31 21:22:28.356416,unsafe,False,False
evt_005271,2026-05-11 16:18:18.356431,success,False,True
evt_005274,2026-03-13 03:54:45.356476,success,False,True
evt_005277,2026-04-09 13:38:53.356536,unsafe,False,True
evt_005278,2026-01-18 15:42:37.356553,duplicate_processed,True,False
evt_005280,2026-02-20 11:02:42.356583,recovered,False,True
evt_005282,2026-01-29 06:11:17.356620,unsafe,True,True
evt_005283,2026-03-16 23:35:03.356635,unsafe,False,False
evt_005284,2026-05-02 15:38:35.356650,success,False,True
evt_005289,2026-03-21 00:30:01.356725,success,False,False
evt_005290,2026-04-02 07:11:07.356740,unsafe,False,True
evt_005294,2026-03-26 23:31:20.356799,unsafe,False,True
evt_005295,2026-04-14 02:41:15.356814,unsafe,False,False
evt_005300,2026-04-29 03:20:23.356893,unsafe,False,True
evt_005304,2026-02-21 01:27:37.356955,failed,False,False
evt_005305,2026-03-08 10:53:23.356970,unsafe,True,True
evt_005308,2026-05-10 19:07:36.357015,success,False,False
evt_005309,2026-02-05 06:04:46.357033,unsafe,True,False
evt_005311,2026-03-25 09:44:28.357063,failed,False,True
evt_005316,2026-03-07 01:54:08.357141,recovered,False,True
evt_005321,2026-05-02 15:28:51.357218,duplicate_processed,True,False
evt_005322,2026-04-23 04:25:47.357233,unsafe,False,True
evt_005326,2026-05-06 18:05:36.357293,recovered,False,True
evt_005328,2026-01-27 18:43:05.357323,recovered,False,True
evt_005329,2026-03-19 22:28:37.357341,unsafe,False,False
evt_005331,2026-01-19 11:45:01.357371,duplicate_processed,False,False
evt_005344,2026-04-16 05:09:48.357591,recovered,False,True
evt_005348,2026-05-15 10:52:24.357660,failed,False,True
evt_005353,2026-04-22 21:48:09.357735,unsafe,True,False
evt_005358,2026-02-22 00:36:21.357809,failed,False,True
evt_005366,2026-03-31 18:04:42.357937,unsafe,False,False
evt_005375,2026-05-14 00:19:18.358071,unsafe,False,True
evt_005380,2026-01-29 16:02:06.358153,recovered,False,False
evt_005399,2026-04-11 01:46:54.358476,duplicate_processed,False,True
evt_005403,2026-05-15 14:35:16.358554,failed,False,True
evt_005408,2026-01-28 06:31:03.358630,recovered,False,False
evt_005409,2026-04-30 15:02:22.358650,success,False,True
evt_005410,2026-01-18 15:25:22.358665,duplicate_processed,False,True
evt_005411,2026-05-14 18:21:19.358683,recovered,False,True
evt_005413,2026-05-12 04:08:19.358714,duplicate_processed,False,True
evt_005418,2026-02-03 19:55:04.358789,duplicate_processed,False,True
evt_005419,2026-02-13 16:05:36.358807,success,False,False
evt_005427,2026-05-04 09:06:46.358932,failed,False,True
evt_005429,2026-05-14 23:30:53.358962,unsafe,False,False
evt_005434,2026-02-25 19:04:14.359040,success,False,True
evt_005441,2026-03-06 02:03:30.359152,duplicate_processed,False,False
evt_005443,2026-01-29 07:06:10.359183,success,False,False
evt_005451,2026-01-25 10:17:00.359303,unsafe,False,False
evt_005452,2026-03-04 08:59:55.359318,unsafe,True,False
evt_005454,2026-01-30 16:33:24.359348,unsafe,False,True
evt_005455,2026-03-14 11:06:20.359363,duplicate_processed,False,False
evt_005456,2026-02-26 13:20:31.359377,success,False,False
evt_005458,2026-02-17 11:48:52.359416,duplicate_processed,False,True
evt_005467,2026-04-20 16:31:18.359577,success,False,False
evt_005468,2026-04-26 18:34:32.359592,failed,False,False
evt_005470,2026-02-01 20:20:25.359622,success,False,True
evt_005488,2026-05-07 15:37:44.359908,unsafe,False,False
